"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","Temperature of Water_cel","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"30",371,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","STORT",34322,1,"TL",49306,22346,"TL4930622346","GB106038033340",60,1.3,20.82,1,6.6,12,2,87,8,3,273,NA,NA,NA,"1995-01-01","1980-02-25","2003-11-12",35,FALSE,1,4709,"STORT","TL4930622346",367818,1,"",2003-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369825,"2004-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,117,4.68,26,119.2,4.58,NA,NA,NA,NA,NA,NA,NA,16,71,4.44,NA,NA,NA,5.53,10.65,51.92,23,153,6.65,NA,NA,NA,NA,3,0,18,49,36.73,26,118.6,4.56,"No",2003,11,"3D91F3E8-AED0-4BBC-B787-F23F60746634","TH-PLER0145",0.03,15.2,83,0.688,7.59,0.00032,7.6,8.31,1,0.0264,7.62,3,NA,"3D91F3E8-AED0-4BBC-B787-F23F60746634",57,50,1,21,40,1,32,0,12,177,27,391,7,72
"31",373,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","PINCEY BROOK",34329,1,"TL",48900,12500,"TL4890012500","GB106038033380",47,2,17.8,1,4.2,14.67,19,35,40,6,254,NA,NA,NA,"1995-01-01","1981-08-03","2013-09-09",29,FALSE,1,4717,"PINCEY BROOK","TL4890012500",366185,1,"",2003-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",359821,"2003-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,91,5.35,19,97.8,5.15,NA,NA,NA,NA,NA,NA,NA,12,64,5.33,1.13,1.13,100,6.53,9.19,71.06,16,114,7.13,NA,NA,NA,NA,3,0,19,32,59.38,19,99.1,5.22,"No",2003,10,"A15E69D1-18A0-4D7C-8E23-D93850AC3934","TH-PLER0107",0.063,16.6,76.6666666666667,0.786666666666667,5.35333333333333,0.00116333333333333,7.8,7.46,1.53333333333333,0.0377666666666667,5.39,10.6,NA,"A15E69D1-18A0-4D7C-8E23-D93850AC3934",60,54,0,10,122,3,6,0,32,90,21,377,7,128
"32",381,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",34340,1,"TL",29835,9755,"TL2983509755","GB106038033392",46,1.1,37.65,3,8.5,31,13,73,11,4,232,NA,NA,NA,"1995-01-01","1975-04-21","2021-10-14",62,FALSE,1,4811,"LEE (THAMES)","TL2983509755",368394,1,"",2003-11-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",362077,"2003-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,117,4.88,26,120.1,4.62,6,7,1.17,1,5,5,5.83,17,84,4.94,4.51,7.19,62.73,6.01,10.91,55.09,23,149,6.48,7,49,7,6,20,30,21,51,41.18,26,124.4,4.78,"No",2003,11,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0","TH-PLER0076",NA,18.315,109.85,NA,NA,NA,7.74,10.305,NA,NA,11.12,NA,NA,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0",231,270,0,60,141,11,70,0,163,90,28,1057,7,211
"33",382,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",34343,1,"TL",27886,13403,"TL2788613403","GB106038033270",49,3,18.19,2,9,26.33,2,77,11,10,260,NA,NA,NA,"1995-01-01","1980-01-07","2022-09-14",91,FALSE,1,4844,"MIMRAM","TL2788613403",365735,1,"",2003-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",359365,"2003-10-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,173,5.77,31,170.7,5.51,7,7,1,1,7,7,7,22,103,4.68,5.39,7.23,74.55,9.03,14.14,63.86,28,201,7.18,7,53,7.57,9,20,45,31,60,51.67,31,173.9,5.61,"No",2003,10,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A","TH-PLER0091",0.03,17,124,0.05,6.02,0.00046,7.7,12,1.2,0.0186,6.04,4.9,NA,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A",112,1010,0,11,73,1,105,1,155,14,32,1540,12,179
"34",383,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",34344,1,"TL",37056,27494,"TL3705627494","GB106038040140",80,2.5,11.59,1,3.7,10,12,77,4,6,272,NA,NA,NA,"1995-01-01","1983-08-09","2021-04-12",41,FALSE,1,4899,"RIB","TL3705627494",364857,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368605,"2004-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,119,4.96,24,123.1,5.13,6,6,1,1,5,5,5,16,68,4.25,5.14,6.48,79.32,9.02,12.92,69.81,22,152,6.91,6,44,7.33,7,15,46.67,25,49,51.02,24,122.7,5.11,"No",2003,9,"2DE0D7E4-376C-49EA-A6C0-1C1EA96498F5","TH-PLER0126",0.033,13.9,81,1.11,13.2,0.0002,7.4,8.35,1,0.0259,13.2,3,NA,"2DE0D7E4-376C-49EA-A6C0-1C1EA96498F5",45,145,0,22,32,0,17,2,70,97,27,441,7,51
"35",387,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","QUIN",34348,1,"TL",39165,24801,"TL3916524801","GB106038040120",68,2.2,13.9,1,3.8,11,15,75,8,2,268,NA,NA,NA,"1995-01-01","1983-08-09","2021-11-10",41,FALSE,1,4997,"QUIN","TL3916524801",367817,1,"",2003-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368593,"2004-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,71,4.18,18,73.5,4.08,5,5,1,1,3,3,3,10,27,2.7,2.13,3.47,61.38,2.51,5.22,48.08,16,101,6.31,5,34,6.8,4,11,36.36,10,34,29.41,18,72.9,4.05,"No",2003,11,"A0CFA4B5-08E1-4829-A318-29513651F8CE","TH-PLER0118",0.034,14.4,120,0.04,9.21,0.00054,7.8,12.2,1,0.0365,9.25,3,NA,"A0CFA4B5-08E1-4829-A318-29513651F8CE",5,80,3,4,10,0,25,0,23,12,18,164,2,35
"36",395,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34360,1,"TL",37700,13300,"TL3770013300","GB106038033290",33,1.7,27.39,1,5,26,7,76,11,5,273,NA,NA,NA,"1995-01-01","1979-09-10","2022-11-23",78,FALSE,1,5170,"ASH (LEE)","TL3770013300",368145,1,"",2003-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369812,"2004-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,143,5.3,29,149.2,5.14,NA,NA,NA,NA,NA,NA,NA,20,84,4.2,0.63,0.63,100,6.52,12.12,53.8,25,166,6.64,NA,NA,NA,NA,4,0,23,57,40.35,29,150.8,5.2,"No",2003,11,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0005",0.0405,15.65,115,0.3015,6.835,0.000785,7.85,11.4,1.05,0.05085,6.885,3,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",156,500,0,104,155,1,165,0,84,181,32,1358,9,320
"37",397,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","STEVENAGE BROOK",34362,1,"TL",28700,20400,"TL2870020400","GB106038033410",60,2.9,7.17,1,2.5,9.33,6,77,11,6,204,NA,NA,NA,"1995-01-01","1979-08-29","2022-04-12",78,FALSE,1,5231,"STEVENAGE BROOK","TL2870020400",367483,1,"",2003-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361159,"2003-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,53,3.53,15,51.3,3.42,5,6,1.2,1,3,3,3.6,9,23,2.56,2.13,3.59,59.33,2,4.71,42.46,13,81,6.23,5,33,6.6,3,13,23.08,7,32,21.88,15,54.9,3.66,"No",2003,10,"4DA12656-6887-4BB2-8F0A-7494569065C9","TH-PLER0140",0.0333333333333333,17.3,113.666666666667,0.0366666666666667,5.24333333333333,0.000963333333333333,8.03333333333333,10.9,1.46666666666667,0.0334666666666667,5.27666666666667,NA,NA,"4DA12656-6887-4BB2-8F0A-7494569065C9",122,90,0,6,0,0,15,0,82,102,16,431,1,15
"38",463,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OXON RAY",34972,1,"SP",60787,18422,"SP6078718422","GB106039030090",60,0.8,19.4,1,6.7,63.33,2,10,20,68,225,NA,NA,NA,"1995-01-01","1991-12-11","2003-09-09",11,FALSE,1,5606,"OXON RAY","SP6078718422",364474,1,"",2003-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369464,"2004-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,104,4.33,27,106.5,3.94,1,1,1,1,5,5,5,19,72,3.79,0.5,0.5,100,1.25,8.58,14.57,23,141,6.13,NA,NA,NA,NA,3,0,6,44,13.64,27,111.7,4.14,"No",2003,9,"1C7D649A-BD31-4A82-97A5-E92BC179D09F","TH-PCHR0039",0.0495,17.585,81.6,1.435,1.46,0.00073,7.645,7.775,1.35,0.0859,1.55,NA,NA,"1C7D649A-BD31-4A82-97A5-E92BC179D09F",44,402,0,9,0,24,12,0,42,86,28,649,2,12
"39",467,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LASHLAKE STREAM",35047,1,"SP",70932,7054,"SP7093207054","GB106039030270",65,1.3,1.4,1,4.5,71,0,10,7,83,241,NA,NA,NA,"1995-01-01","1991-05-29","2018-11-16",17,FALSE,1,5660,"LASHLAKE STREAM","SP7093207054",368715,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",362486,"2004-02-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,62,4.77,14,63,4.5,NA,NA,NA,NA,NA,NA,NA,8,39,4.88,NA,NA,NA,2,4.2,47.62,12,82,6.83,NA,NA,NA,NA,4,0,7,23,30.43,14,64.7,4.62,"No",2003,9,"A5450C4F-DA9E-4EAB-B193-1EB96B3FD493","TH-PTAR0112",3.11,19.204,60.48,0.5356,20.8,0.05504,7.698,5.576,5.98,0.8064,21.6,NA,NA,"A5450C4F-DA9E-4EAB-B193-1EB96B3FD493",234,66,0,1,1,18,10,0,12,1,14,343,2,11
"40",473,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FISHERMANS BROOK",35076,1,"SU",60820,66348,"SU6082066348","GB106039023140",58,1.3,0.4,1,3.7,70,1,6,45,48,125,NA,NA,NA,"1995-01-01","1990-08-24","2019-11-29",19,FALSE,1,5701,"FISHERMANS BROOK","SU6082066348",375417,1,"",2003-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369870,"2004-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,75,5.36,16,84.1,5.26,NA,NA,NA,NA,NA,NA,NA,13,57,4.38,NA,0.37,0,1.01,5.11,19.77,12,81,6.75,NA,NA,NA,NA,2,0,9,26,34.62,16,84.8,5.3,"No",2003,9,"D3BEB5B8-FED8-4AF3-97B6-EC13221BE129","TH-PKER0192",0.036,15.96,80.3,0.1665,3.255,0.00049,7.685,7.925,2,0.02145,3.275,3.95,0.205,"D3BEB5B8-FED8-4AF3-97B6-EC13221BE129",9,160,0,8,36,0,1,0,23,39,17,299,4,37
"41",482,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","STOCKLAKE BROOK",35093,1,"SP",82772,14042,"SP8277214042","GB106039030380",85,2,2.41,1,3.7,39.33,0,1,2,97,209,NA,NA,NA,"1995-01-01","1990-08-20","2016-09-23",19,FALSE,1,5777,"STOCKLAKE BROOK","SP8277214042",375341,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369635,"2004-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,73,3.84,20,72.2,3.61,1,5,5,5,3,5,25,14,62,4.43,NA,0.49,0,1.25,7.11,17.58,18,111,6.17,1,6,6,NA,5,0,6,40,15,20,77.6,3.88,"No",2003,9,"C0405CE4-1E69-4843-B72A-57805844D609","TH-PTAR0120",0.0983333333333333,18.1133333333333,94.3,0.323666666666667,1.92333333333333,0.00188666666666667,7.85333333333333,8.91333333333333,1.1,0.0493333333333333,1.97333333333333,NA,NA,"C0405CE4-1E69-4843-B72A-57805844D609",82,158,0,8,0,2,3,0,82,219,20,561,1,3
"42",488,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","HANBOROUGH STREAM",35099,1,"SP",43423,11148,"SP4342311148","GB106039029880",58,2.6,2.65,1,1.8,13.33,16,35,22,28,174,NA,NA,NA,"1995-01-01","1990-08-29","2015-03-19",17,FALSE,1,5824,"HANBOROUGH STREAM","SP4342311148",364180,1,"",2003-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",362218,"2003-12-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,46,3.83,13,57.1,4.39,NA,NA,NA,NA,NA,NA,NA,8,32,4,2.26,2.63,85.93,5.51,6.98,78.94,10,73,7.3,NA,NA,NA,NA,2,0,16,29,55.17,13,54.3,4.18,"No",2003,9,"8CB71272-A8E3-478F-AC44-0ED4B73D9A4E","TH-PEVR0020",9.896,16.672,62.92,5.652,12.056,0.1762,7.728,6.122,2.96,0.5166,12.586,NA,NA,"8CB71272-A8E3-478F-AC44-0ED4B73D9A4E",6,291,0,100,0,0,15,0,274,63,13,749,1,15
"43",501,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","LENTA BROOK",35118,1,"SU",22458,85720,"SU2245885720","GB106039022870",93,4.3,4,1,1.4,31.67,0,3,7,90,235,NA,NA,NA,"1995-01-01","1990-08-14","2018-11-14",19,FALSE,1,5926,"LENTA BROOK","SU2245885720",375422,1,"",2003-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369922,"2004-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,96,5.33,22,125.2,5.69,NA,NA,NA,NA,NA,NA,NA,15,67,4.47,0.63,1.49,42.28,2.76,6.64,41.57,17,112,6.59,NA,NA,NA,NA,4,0,11,30,36.67,22,128.1,5.82,"No",2003,11,"CA19C94B-074F-48AE-AC8C-CFB2C3D3EBD3","TH-PUTR0249",0.0316666666666667,15.3966666666667,95.5333333333333,0.101666666666667,3.5,0.000713333333333333,8.06333333333333,9.52666666666667,1,0.0129666666666667,3.51333333333333,NA,NA,"CA19C94B-074F-48AE-AC8C-CFB2C3D3EBD3",234,70,0,40,18,1,7,0,20,19,22,409,3,25
"44",505,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","BAGPUIZE BROOK",35135,1,"SU",40197,96210,"SU4019796210","GB106039023430",65,10,2.3,1,1.2,16.67,0,3,7,90,237,NA,NA,NA,"1995-01-01","1990-05-24","2013-10-22",19,FALSE,1,5952,"BAGPUIZE BROOK","SU4019796210",375654,1,"",2003-11-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370039,"2004-02-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,49,3.77,17,65.7,3.86,NA,NA,NA,NA,NA,NA,NA,11,45,4.09,1.13,1.99,56.78,2.25,4.47,50.34,11,75,6.82,NA,NA,NA,NA,3,0,10,27,37.04,17,74.3,4.37,"No",2003,11,"136101AD-9703-44D6-992A-997062A62203","TH-POCR0033",0.362666666666667,16.76,59,4.57,17.6666666666667,0.00425,7.59333333333333,5.71333333333333,2.06666666666667,0.645766666666667,18.3333333333333,NA,NA,"136101AD-9703-44D6-992A-997062A62203",57,111,0,3,0,0,1,0,257,56,18,485,1,1
"45",515,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MILL BROOK",35159,1,"SU",56588,88439,"SU5658888439","GB106039023600",48,2,6.81,1,3.7,25,0,35,38,27,255,NA,NA,NA,"1995-01-01","1990-05-16","2015-03-18",23,FALSE,1,6033,"MILL BROOK","SU5658888439",374217,1,"",2003-11-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368322,"2004-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,134,5.36,26,137.7,5.3,24,41,1.71,5,5,5,8.54,16,70,4.38,12.01,18.12,66.28,6.53,10.89,59.96,24,168,7,29,210,7.24,27,55,49.09,25,48,52.08,26,137.1,5.27,"No",2003,11,"E95682D5-A5AB-46A6-B463-ECA2B238E5FB","TH-PTHR0137",0.047,16.06,95,0.174,NA,0.00133,8.01,9.34,1.3,NA,10.4,NA,NA,"E95682D5-A5AB-46A6-B463-ECA2B238E5FB",32,147,1,71,125,6,18,0,10,222,37,632,12,143
"46",527,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","FARINGDON BROOK",35219,1,"SU",28533,98154,"SU2853398154","GB106039030333",68,0.3,2.94,1,1.5,15,0,0,5,94,230,NA,NA,NA,"1995-01-01","1990-02-21","2009-11-17",21,FALSE,1,6140,"FARINGDON BROOK","SU2853398154",364863,1,"",2003-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370795,"2004-02-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",5,15,3,5,13.5,2.7,NA,NA,NA,NA,NA,NA,NA,2,8,4,NA,NA,NA,NA,0.72,0,3,19,6.33,NA,NA,NA,NA,3,0,1,8,12.5,5,14.2,2.84,"No",2003,9,"51E1A1AE-C61E-43A8-B2B8-54EEFD5CF4CF","TH-PUTR0228",1.5925,15.8,66.3,4.95,14.6,0.031335,7.67,6.55,2.15,0.732,15.35,NA,NA,"51E1A1AE-C61E-43A8-B2B8-54EEFD5CF4CF",22,26,0,0,0,0,0,0,13,27,7,88,0,0
"47",533,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","SHOWELLS BROOK",35225,1,"SP",34055,11917,"SP3405511917","GB106039030440",90,20,2,1,1.4,9.67,8,38,25,28,213,NA,NA,NA,"1995-01-01","1990-01-24","2009-10-06",18,FALSE,1,6186,"SHOWELLS BROOK","SP3405511917",375997,1,"",2003-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370446,"2004-02-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,93,4.65,24,114.6,4.78,4,5,1.25,1,3,3,3.75,18,77,4.28,2.13,5.08,41.93,1,8.77,11.4,19,123,6.47,5,35,7,3,12,25,9,41,21.95,24,114.5,4.77,"No",2003,10,"64B74362-2695-48F9-B535-2987E1535E52","TH-PWRR0039",0.03,17.13,99.0666666666667,0.03,12.2333333333333,0.000663333333333333,7.8,9.53666666666667,1,0.0306,12.2666666666667,NA,NA,"64B74362-2695-48F9-B535-2987E1535E52",12,164,7,46,7,0,12,0,26,319,26,596,3,19
"48",535,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","AUDLEY BROOK",35247,1,"SP",61312,25601,"SP6131225601","GB106039030160",78,4.8,3.13,1,1.5,13.33,3,3,7,87,220,NA,NA,NA,"1995-01-01","1990-01-18","2015-11-05",22,FALSE,1,6207,"AUDLEY BROOK","SP6131225601",376272,1,"",2003-11-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370794,"2004-02-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",4,13,3.25,4,15.4,3.85,NA,NA,NA,NA,NA,NA,NA,3,9,3,NA,NA,NA,NA,0.48,0,3,20,6.67,NA,NA,NA,NA,2,0,1,7,14.29,4,14.1,3.53,"No",2003,11,"893A91E8-36DD-4B39-A95A-FE85862FC983","TH-PCHR0155",0.07,15.8,83.7,0.185,1.03,0.00178,7.96,8.27,1.5,0.0421,1.07,NA,NA,"893A91E8-36DD-4B39-A95A-FE85862FC983",8,1,0,0,0,0,0,0,0,5,4,14,0,0
"49",536,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LAUNTON BROOK",35248,1,"SP",61220,22238,"SP6122022238","GB106039030120",64,0.8,4,1,2.2,16.67,0,0,0,100,183,NA,NA,NA,"1995-01-01","1990-01-18","2013-05-18",19,FALSE,1,6218,"LAUNTON BROOK","SP6122022238",364478,1,"",2003-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367867,"2003-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",4,9,2.25,4,11.1,2.78,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,1.2,0,2,11,5.5,NA,NA,NA,NA,3,0,NA,8,0,4,10.5,2.63,"No",2003,9,"8739F44D-31AD-4E04-A6EF-F9CF62B1EF13","TH-PCHR0163",2.71,19.8466666666667,52.9666666666667,6.40666666666667,12.0666666666667,0.0345666666666667,7.49666666666667,4.82666666666667,3.4,0.432,12.5,NA,NA,"8739F44D-31AD-4E04-A6EF-F9CF62B1EF13",58,3,0,0,0,0,0,0,50,26,4,137,0,0
