"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"36",529,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","WOODHILL BROOK",35221,1,"SU",37883,89886,"SU3788389886","GB106039023370",78,5,1.94,1,2.2,23.33,2,5,12,82,293,NA,NA,NA,"1995-01-01","1990-02-21","2014-09-18",18,FALSE,1,6155,"WOODHILL BROOK","SU3788389886",388538,1,"",2004-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",384293,"2004-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,90,4.74,20,82.9,4.15,NA,NA,NA,NA,NA,NA,NA,13,51,3.92,0.5,0.5,100,2.25,7.11,31.65,17,104,6.12,NA,NA,NA,NA,4,0,12,41,29.27,20,90.2,4.51,"No",2004,10,"204B8516-7EF9-458F-86BE-96BD5B2DB43B","TH-POCR0034",4.265,4.22,5.55,0.04375,0.001205,95.3,0.5885,15.37,9.535,0.052,8,NA,NA,"204B8516-7EF9-458F-86BE-96BD5B2DB43B",253,625,51,11,121,1,1,0,133,391,20,1602,4,122
"37",531,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","BLOXHAM BROOK",35223,1,"SP",46391,35631,"SP4639135631","GB106039037240",90,10,7.6,1,2,25.67,0,10,12,78,239,NA,NA,NA,"1995-01-01","1990-01-24","2016-10-17",18,FALSE,1,6169,"BLOXHAM BROOK","SP4639135631",386928,1,"",2004-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386025,"2005-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,82,4.82,19,89.7,4.72,NA,NA,NA,NA,NA,NA,NA,12,47,3.92,0.5,0.87,57.47,2.5,5.9,42.37,15,99,6.6,NA,NA,NA,NA,3,0,6,27,22.22,19,90.7,4.77,"No",2004,11,"44C02477-8505-4437-BAA8-E3D5E81943FC","TH-PCHR0158",9.98666666666667,9.97333333333333,1,0.0281,0.00121,102.233333333333,1.09966666666667,17.2833333333333,9.84,0.0413333333333333,8.08,NA,NA,"44C02477-8505-4437-BAA8-E3D5E81943FC",104,12,1,3,6,0,4,0,29,172,19,331,4,10
"38",547,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","FARTHINGHOE STREAM",35266,1,"SP",49616,39232,"SP4961639232","GB106039037290",91,3.3,8.71,1,1.8,25,8,12,8,72,173,NA,NA,NA,"1995-01-01","1990-03-08","2016-10-17",23,FALSE,1,6328,"FARTHINGHOE STREAM","SP4961639232",389084,1,"",2004-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",384896,"2004-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,99,4.95,20,101.3,5.07,NA,NA,NA,NA,NA,NA,NA,13,58,4.46,1.13,1.13,100,5.75,8.93,64.39,18,128,7.11,NA,NA,NA,NA,2,0,17,33,51.52,20,103,5.15,"No",2004,9,"2A0A734B-DC9F-4312-BD8C-A852499A971F","TH-PCHR0028",7.725,7.665,1.55,0.0425,0.00082,94.6,1.2255,14.435,9.635,0.032,8.425,NA,NA,"2A0A734B-DC9F-4312-BD8C-A852499A971F",12,13,0,14,16,7,20,1,364,40,20,488,6,37
"39",548,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","FLEET MARSTON BROOK",35267,1,"SP",78462,15578,"SP7846215578","GB106039030420",70,1.7,8.29,1,3,33.67,10,55,12,23,220,NA,NA,NA,"1995-01-01","1990-03-21","2019-09-19",26,FALSE,1,6336,"FLEET MARSTON BROOK","SP7846215578",384433,1,"",2004-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",388397,"2005-02-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,63,3.71,20,70,3.5,1,2,2,1,3,3,6,13,42,3.23,NA,0.86,0,1.25,5.65,22.12,15,88,5.87,2,12,6,NA,8,0,3,35,8.57,20,79.8,3.99,"No",2004,9,"A6545B1C-363F-4634-94BC-3A7AC10E3FB7","TH-PTAR0007",0.5,0.447,1.3,0.053,0.00884,57.7,3.89,15.01,5.8,0.776,7.63,NA,NA,"A6545B1C-363F-4634-94BC-3A7AC10E3FB7",184,541,0,11,0,9,3,0,506,73,25,1332,1,3
"40",549,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","GLYME",35268,1,"SP",44239,17003,"SP4423917003","GB106039029940",79,2,24.22,3,5.9,60,17,40,25,18,247,NA,NA,NA,"1995-01-01","1990-04-04","2015-03-26",24,FALSE,1,6349,"GLYME","SP4423917003",384257,1,"",2004-09-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",379643,"2004-09-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,87,5.12,19,96.2,5.06,NA,NA,NA,NA,NA,NA,NA,12,50,4.17,2.13,2.5,85.2,5.51,8.9,61.91,15,109,7.27,NA,NA,NA,NA,4,0,17,34,50,19,97.2,5.12,"No",2004,9,"74100599-7082-4783-AD33-9505F7F2351F","TH-PEVR0018",7.50666666666667,7.45,1.6,0.0526333333333333,0.00235333333333333,96.6,0.258666666666667,16.2033333333333,9.225,0.093,8.02666666666667,15.2333333333333,NA,"74100599-7082-4783-AD33-9505F7F2351F",100,674,0,75,4,2,40,0,235,40,19,1173,4,44
"41",550,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HIGHFURLONG BROOK",35269,1,"SP",47257,47790,"SP4725747790","GB106039042660",98,1.1,14.2,1,2.1,19,0,0,7,93,154,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-11",24,FALSE,1,6360,"HIGHFURLONG BROOK","SP4725747790",389029,1,"",2004-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",384806,"2004-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,55,3.67,15,51.3,3.42,NA,NA,NA,NA,NA,NA,NA,10,37,3.7,NA,NA,NA,1.51,7.12,21.21,13,73,5.62,NA,NA,NA,NA,3,0,4,34,11.76,15,55.4,3.69,"No",2004,10,"29982010-B135-46D8-A2E3-1B40BF6A968B","TH-PCHR0050",6.18,6.10333333333333,1.73333333333333,0.0744333333333333,0.00154666666666667,78.9333333333333,0.305333333333333,14.9633333333333,7.94,0.069,7.91666666666667,NA,NA,"29982010-B135-46D8-A2E3-1B40BF6A968B",77,1,0,19,0,1,0,0,220,496,17,832,0,0
"42",586,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","VYNE STREAM",35440,1,"SU",63980,57560,"SU6398057560","GB106039017110",64,2.9,2.965,2,3.1,17.67,3,52,18,27,219,NA,NA,NA,"1995-01-01","1990-05-11","2015-03-11",20,FALSE,1,6775,"VYNE STREAM","SU6398057560",385324,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380796,"2004-10-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,144,5.54,26,133.7,5.14,NA,NA,NA,NA,NA,NA,NA,17,74,4.35,2.26,2.26,100,7.52,13.34,56.37,24,163,6.79,NA,NA,NA,NA,4,0,23,54,42.59,26,135.1,5.2,"No",2004,9,"03477A4B-8C6A-4828-9546-1B727F3A0AA3","TH-PLDR0051",6.95,6.895,2.8,0.0534,0.000925,85.4,0.3755,15.51,8.495,0.034,8.265,25.8,NA,"03477A4B-8C6A-4828-9546-1B727F3A0AA3",115,150,0,201,166,3,322,0,120,172,27,1251,9,488
"43",591,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","GLYME",35455,1,"SP",43930,19580,"SP4393019580","GB106039030010",84,2,11.47,1,6.3,38.33,20,28,22,30,230,NA,NA,NA,"1995-01-01","1989-10-12","2015-09-22",28,FALSE,1,6839,"GLYME","SP4393019580",385033,1,"",2004-09-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380472,"2004-09-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,81,5.79,16,103.9,6.49,NA,NA,NA,NA,NA,NA,NA,11,68,6.18,2.5,2.5,100,6.99,7.96,87.81,12,100,8.33,NA,NA,NA,NA,3,0,23,29,79.31,16,100.7,6.29,"No",2004,9,"3BFF705A-EC9C-4A4D-A299-6DC4926BF917","TH-PEVR0019",6.485,6.46,1.25,0.02555,0.00067,102.6,0.025,15.785,9.67,0.03,7.915,6.35,0.0295,"3BFF705A-EC9C-4A4D-A299-6DC4926BF917",60,965,0,60,96,0,53,12,64,1,16,1311,7,161
"44",593,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","BYDEMILL BROOK (THAMES)",35460,1,"SU",19544,96520,"SU1954496520","GB106039023710",74,1,10.2,1,2.1,46,5,11,32,52,275,NA,NA,NA,"1995-01-01","1990-07-25","2014-10-30",19,FALSE,1,6866,"BYDEMILL BROOK (THAMES)","SU1954496520",386876,1,"",2004-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",385337,"2004-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,97,4.62,24,106.2,4.43,NA,NA,NA,NA,NA,NA,NA,17,72,4.24,1.13,1.5,75.33,2,7.35,27.21,20,121,6.05,NA,NA,NA,NA,4,0,10,42,23.81,24,110.1,4.59,"No",2004,11,"109396B3-9F71-4BFC-8EC3-B1462DCF6490","TH-PUTR0238",3.25,3.23,1.3,0.0169,NA,NA,0.133,12.95,NA,0.03,NA,NA,NA,"109396B3-9F71-4BFC-8EC3-B1462DCF6490",478,59,0,63,27,9,0,0,465,437,27,1540,4,27
"45",603,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",35478,1,"SP",18023,19756,"SP1802319756","GB106039030470",124,2.9,10.27,2,6.8,30,10,43,33,13,180,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",38,FALSE,1,6961,"DIKLER","SP1802319756",383466,1,"",2004-09-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381993,"2004-11-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",37,220,5.95,40,228.3,5.71,46,90,1.96,5,10,10,19.57,33,163,4.94,22.74,35.09,64.8,9.51,18.51,51.38,36,252,7,50,362,7.24,42,101,41.58,38,79,48.1,40,232,5.8,"No",2004,9,"39864231-E9B9-48F7-8525-915DC0F36E3D","TH-PWRR0005",7.50333333333333,7.48666666666667,1.3,0.0176,0.00079,99.9,0.206333333333333,13.9466666666667,10.2566666666667,0.0326666666666667,8.27666666666667,5.66666666666667,NA,"39864231-E9B9-48F7-8525-915DC0F36E3D",98,380,4,409,158,8,139,8,233,564,60,2024,19,305
"46",638,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LATCHFORD BROOK",35576,1,"SP",65475,1032,"SP6547501032","GB106039023830",68,2,5.9,1,2,13.67,6,67,17,9,217,NA,NA,NA,"1995-01-01","1990-05-30","2010-11-13",15,FALSE,1,7344,"LATCHFORD BROOK","SP6547501032",387982,1,"",2004-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",385579,"2005-01-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,82,5.47,15,77.7,5.18,NA,NA,NA,NA,NA,NA,NA,10,46,4.6,NA,NA,NA,1.5,6.34,23.66,13,87,6.69,NA,NA,NA,NA,3,0,10,28,35.71,15,77.1,5.14,"No",2004,11,"B16576A1-D1B8-4BAC-B772-F8A5B008069B","TH-PTAR0102",8.11,8.08666666666667,1.26666666666667,0.0240666666666667,0.000793333333333333,81.7666666666667,1.445,14.78,8.26666666666667,0.0356666666666667,7.92666666666667,NA,NA,"B16576A1-D1B8-4BAC-B772-F8A5B008069B",60,68,0,108,13,0,28,0,25,330,15,632,6,41
"47",663,"THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492","GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,NA,NA,NA,"1995-01-01","1989-10-04","2019-09-06",48,FALSE,1,7672,"WYE (THAMES","SU8955086492",385759,1,"",2004-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381137,"2004-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,120,5.22,27,142,5.26,NA,NA,NA,NA,NA,NA,NA,17,87,5.12,1.5,1.5,100,8.53,11.72,72.78,23,170,7.39,NA,NA,NA,NA,4,0,28,52,53.85,27,140.3,5.2,"No",2004,9,"58217BCA-714B-4A4E-9990-CE0B3D900946","TH-PWYR0015",5.56666666666667,5.51666666666667,1.3,0.0496,0.000936666666666667,101.866666666667,0.456333333333333,16.3266666666667,9.96333333333333,0.032,8.25,NA,NA,"58217BCA-714B-4A4E-9990-CE0B3D900946",129,1902,23,262,30,1,70,0,57,33,30,2507,9,100
"48",670,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030440",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2021-11-04",43,FALSE,1,7848,"WINDRUSH","SP4019601720",384492,1,"",2004-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",382220,"2004-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,173,5.97,29,178.1,6.14,27,53,1.96,5,7,7,13.74,24,128,5.33,19.88,24.41,81.44,12.51,16.4,76.28,29,220,7.59,34,265,7.79,42,69,60.87,37,58,63.79,29,173.7,5.99,"No",2004,9,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",6.70666666666667,6.69,1.26666666666667,0.0164333333333333,0.0011,102.533333333333,0.148333333333333,17.95,9.79333333333333,0.0473333333333333,8.08,6.3,NA,"247961AD-5079-468A-AA05-C27851449E22",512,100,0,332,79,1,81,2,374,116,40,1626,18,162
"49",673,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334","GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,NA,NA,NA,"1995-01-01","1990-05-15","2022-03-23",25,FALSE,1,7927,"WEY","TQ0699561334",386951,1,"",2004-11-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",382331,"2004-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,145,5.8,27,147.1,5.45,NA,NA,NA,NA,NA,NA,NA,22,110,5,1.63,1.63,100,9.23,15.53,59.43,24,168,7,NA,NA,NA,NA,4,0,24,53,45.28,27,146.5,5.43,"No",2004,11,"C899B921-9DF1-4C25-AB4A-3178E08B8D03","TH-PWER0038",5.615,5.575,1.7,0.04435,0.000805,94.15,0.7625,14.57,9.565,0.0395,7.895,NA,NA,"C899B921-9DF1-4C25-AB4A-3178E08B8D03",251,154,0,70,102,7,102,0,26,594,29,1413,8,204
"50",676,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35811,1,"SU",87320,32660,"SU8732032660","GB106039017700",111,6.5,5.652,1,3.7,21,12,57,20,12,74.2,NA,NA,NA,"1995-01-01","1990-03-19","2013-09-17",23,FALSE,1,7958,"WEY (SOUTH)","SU8732032660",385207,1,"",2004-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380651,"2004-10-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,136,5.67,26,150.5,5.79,NA,NA,NA,NA,NA,NA,NA,18,97,5.39,2,2,100,11.76,14.67,80.16,22,167,7.59,NA,NA,NA,NA,4,0,31,49,63.27,26,149.5,5.75,"No",2004,10,"4A0E726C-CC85-43CE-AACE-2CA2C3FAAE6B","TH-PWER0026",4.34666666666667,4.31666666666667,1.1,0.0300333333333333,0.00073,82.2333333333333,1.45666666666667,14.95,8.28,0.108666666666667,7.42,4.23333333333333,NA,"4A0E726C-CC85-43CE-AACE-2CA2C3FAAE6B",514,70,7,150,481,0,21,0,59,82,27,1397,10,502
"51",684,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","UFFINGTON BROOK",35824,1,"SU",30774,90734,"SU3077490734","GB106039023400",76,2.5,5.09,1,1.6,15,0,10,20,70,210,NA,NA,NA,"1995-01-01","1989-09-13","2015-05-13",21,FALSE,1,8039,"UFFINGTON BROOK","SU3077490734",390990,1,"",2004-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",387354,"2005-02-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,170,5.48,36,181.9,5.05,9,16,1.78,5,7,7,12.44,25,117,4.68,4.5,8.43,53.38,6.25,14.05,44.48,29,187,6.45,13,97,7.46,8,24,33.33,20,65,30.77,36,189.4,5.26,"No",2004,11,"2D42E426-37E3-4AAA-83D2-2013138D6BEB","TH-POCR0021",4.355,4.315,1.55,0.03925,0.001065,90.6,0.2685,14.305,9.255,0.049,7.995,NA,NA,"2D42E426-37E3-4AAA-83D2-2013138D6BEB",327,246,40,312,94,19,9,0,312,686,38,2061,9,103
"52",686,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35830,1,"SU",86010,46630,"SU8601046630","GB106039017830",59,1.7,21.286,4,11.8,66.67,8,45,33,13,229,NA,NA,NA,"1995-01-01","1990-03-19","2014-09-19",30,FALSE,1,8060,"WEY (NORTH)","SU8601046630",385711,1,"",2004-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381095,"2004-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,147,5.25,29,153.1,5.28,NA,NA,NA,NA,NA,NA,NA,21,107,5.1,2,2,100,8.77,15.09,58.12,26,187,7.19,NA,NA,NA,NA,3,0,26,56,46.43,29,149.5,5.16,"No",2004,10,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66","TH-PWER0024",4.41,4.38,1.5,0.03015,0.00095,71.9,0.5195,16.3,7.045,0.052,7.78,10,NA,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66",72,45,2,140,177,11,166,0,195,296,31,1107,10,343
"53",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8262,"THAMES (W AREA)","SU0181494776",392237,1,"",2004-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",388923,"2004-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,113,4.91,30,145.9,4.86,1,1,1,1,5,5,5,24,114,4.75,1.26,3.23,39.01,5.27,10.88,48.44,24,156,6.5,1,5,5,NA,7,0,20,60,33.33,30,147.7,4.92,"No",2004,11,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",8.67,8.64,1.1,0.0347,0.00092,99.8,0.02,17.2,9.58,0.03,8.25,NA,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",132,219,2,112,246,0,70,0,119,134,32,1036,8,316
"54",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8489,"THAME","SP7966615281",384437,1,"",2004-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",387229,"2005-01-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,135,5,30,128.9,4.3,3,5,1.67,3,5,5,8.33,23,103,4.48,0.5,0.99,50.51,0.5,8.54,5.85,26,158,6.08,3,21,7,1,8,12.5,4,48,8.33,30,130.8,4.36,"No",2004,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",1.01,0.994,3,0.016,0.00049,56.3,0.477,15.65,5.58,0.04,7.64,6.3,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",44,258,0,20,22,17,13,0,59,48,33,501,5,35
"55",724,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35929,1,"SU",57975,93828,"SU5797593828","GB106039030240",49,0.3,75.89,6,17,45,2,69,22,8,240,NA,NA,NA,"1995-01-01","1990-03-14","2014-09-09",25,FALSE,1,8576,"THAME","SU5797593828",387360,1,"",2004-11-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",383115,"2004-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",34,193,5.68,38,205.3,5.4,32,65,2.03,10,7,10,20.31,26,126,4.85,14.37,23.88,60.18,11.24,19.73,56.97,35,242,6.91,40,283,7.08,27,78,34.62,32,72,44.44,38,209.2,5.51,"No",2004,11,"05BDF1FE-81BE-4BBE-88B4-BD22A8DB7044","TH-PTAR0022",5.59,5.57,1.1,0.01925,0.001065,88.3,1.0555,19.045,8.185,0.031,8.015,7.1,1.31,"05BDF1FE-81BE-4BBE-88B4-BD22A8DB7044",98,161,6,95,57,3,429,28,237,902,50,2139,16,514
