"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrate as N_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"31",670,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030440",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2021-11-04",43,FALSE,1,7857,"WINDRUSH","SP4019601720",601434,1,"",2009-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",594395,"2010-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,166,6.15,28,168,6,1,8,8,10,7,10,80,24,116,4.83,3.26,4.12,79.13,9.51,13.88,68.52,27,197,7.3,1,7,7,NA,6,0,33,58,56.9,28,166.4,5.94,"No",2009,11,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",0.1005,17.05,0.03,8.225,5.695,0.01175,0.000915,76.85,5.705,7.36,13.9,NA,NA,"247961AD-5079-468A-AA05-C27851449E22",106,1511,0,157,71,2,77,0,268,185,33,2380,12,148
"32",673,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334","GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,NA,NA,NA,"1995-01-01","1990-05-15","2022-03-23",25,FALSE,1,7931,"WEY","TQ0699561334",600703,1,"",2009-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593900,"2010-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,142,5.92,25,145.2,5.81,20,35,1.75,5,5,5,8.75,20,105,5.25,17.14,22.28,76.93,13.99,18.1,77.29,23,171,7.43,25,193,7.72,30,59,50.85,32,54,59.26,25,143,5.72,"No",2009,11,"C899B921-9DF1-4C25-AB4A-3178E08B8D03","TH-PWER0038",0.301333333333333,18.56,0.0413333333333333,7.83666666666667,7.00333333333333,0.0377333333333333,0.00094,96.2,7.04,8.98333333333333,NA,NA,NA,"C899B921-9DF1-4C25-AB4A-3178E08B8D03",20,301,2,106,185,0,115,0,100,155,35,1085,11,300
"33",694,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35854,1,"SU",59663,81001,"SU5966381001","GB106039030331",49,0.3,133.97,8,52,320,0,40,40,20,216,NA,NA,NA,"1995-01-01","1995-04-27","2013-10-23",13,FALSE,1,8211,"THAMES (W AREA)","SU5966381001",599952,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592755,"2009-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,124,4.96,26,120.4,4.63,NA,NA,NA,NA,NA,NA,NA,17,73,4.29,0.5,0.5,100,1,8.54,11.71,24,148,6.17,NA,NA,NA,NA,3,0,5,47,10.64,26,122.3,4.7,"No",2009,10,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4","TH-PTHR0120",0.17,18.625,0.0435,8.25,4.71,0.028375,0.00157,106.575,4.7375,9.9575,17.575,NA,NA,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4",35,86,0,10,18,0,48,0,35,179,27,413,6,66
"34",700,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35864,1,"SP",48349,9276,"SP4834909276","GB106039030334",59,0.5,82.81,7,25,230,15,40,20,25,205,NA,NA,NA,"1995-01-01","1990-04-30","2013-11-18",22,FALSE,1,8253,"THAMES (W AREA)","SP4834909276",601097,1,"",2009-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",590540,"2009-11-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,40,5,9,43.7,4.86,1,1,1,1,1,1,1,4,17,4.25,NA,0.12,0,0.5,1,50,6,40,6.67,5,30,6,NA,13,0,4,16,25,9,45.9,5.1,"No",2009,10,"AD80A2A2-6A72-4B4E-80E0-7A7E49E2F5BA","TH-PTHR0110",0.152,18.63,0.036,8.46,4.265,0.02585,0.00124,114.45,4.29,10.625,11.4,NA,NA,"AD80A2A2-6A72-4B4E-80E0-7A7E49E2F5BA",127,46,0,1,1,0,3,0,16,2,10,197,2,4
"35",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8272,"THAMES (W AREA)","SU0181494776",601754,1,"",2009-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",595210,"2010-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,87,4.83,19,89.2,4.69,23,34,1.48,5,3,5,7.39,14,62,4.43,5.37,11.74,45.74,3.02,7.62,39.63,17,110,6.47,25,170,6.8,12,57,21.05,9,34,26.47,19,90.2,4.75,"No",2009,10,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.02,14.5233333333333,0.0356666666666667,7.84,3.09333333333333,0.0153,0.00066,65.2,3.11,6.59333333333333,3,1,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",47,5,0,611,11,0,12,0,424,763,33,1892,7,23
"36",707,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601","GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,NA,NA,NA,"2012-10-04","1994-06-02","2014-09-19",23,FALSE,1,8376,"THAMES (SE AREA)","SU8976085601",599936,1,"",2009-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592337,"2009-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,122,4.88,28,125.9,4.5,25,59,2.36,10,5,10,23.6,18,85,4.72,3.5,15.7,22.29,3.49,12.5,27.92,26,161,6.19,31,202,6.52,12,69,17.39,11,59,18.64,28,126.2,4.51,"No",2009,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.165333333333333,19.58,0.0366666666666667,8.17333333333333,5.18666666666667,0.0346333333333333,0.00135,101.766666666667,5.22333333333333,9.33666666666667,10.0666666666667,2.8,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",132,115,1,30,38,1,200,0,50,528,34,1096,10,238
"37",709,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35891,1,"SU",56873,93535,"SU5687393535","GB106039030334",45,0.3,115.99,8,45,310,1,79,20,0,213,NA,NA,NA,"1995-01-01","1990-11-14","2013-09-02",14,FALSE,1,8400,"THAMES (W AREA)","SU5687393535",599950,1,"",2009-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592129,"2009-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,175,5.65,36,180,5,20,36,1.8,5,7,7,12.6,24,112,4.67,3.5,13.8,25.36,2.25,10.56,21.31,32,196,6.13,29,188,6.48,7,54,12.96,11,58,18.97,36,186.9,5.19,"No",2009,10,"BBD4AA04-43DF-401E-9A82-D82E13030E58","TH-PTHR0083",0.146,19.2066666666667,0.07,8.27333333333333,4.7,0.0309333333333333,0.00241,102.5,4.73,9.44666666666667,21.2333333333333,5,NA,"BBD4AA04-43DF-401E-9A82-D82E13030E58",87,338,6,7,23,9,75,2,103,849,46,1503,10,100
"38",715,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670","GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,NA,NA,NA,"1995-01-01","1990-03-12","2019-05-07",48,FALSE,1,8471,"THAMES (SE AREA)","SU9456077670",597552,1,"",2009-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592734,"2009-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,142,5.46,28,146.4,5.23,23,52,2.26,12,5,12,27.13,18,81,4.5,7.76,14.1,55.04,4.25,10.59,40.13,26,174,6.69,32,215,6.72,19,64,29.69,13,52,25,28,148.1,5.29,"No",2009,9,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7","TH-PTHR0079",0.1475,19.885,0.03,8.205,5.63,0.0355,0.001135,110.4,5.665,10.055,10.1,2.5,NA,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7",32,63,2,29,43,0,32,0,11,65,42,278,12,75
"39",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8497,"THAME","SP7966615281",601197,1,"",2009-11-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",594062,"2010-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",35,188,5.37,41,208.6,5.09,43,70,1.63,5,7,7,11.4,30,136,4.53,12.5,30.09,41.54,8.27,19.23,43.01,37,232,6.27,48,314,6.54,23,111,20.72,28,82,34.15,41,211,5.15,"No",2009,11,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.431,17.0533333333333,0.105,7.72333333333333,1.395,0.0506333333333333,0.00172666666666667,67.0333333333333,1.44333333333333,6.45,8.63333333333333,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",82,540,0,642,268,51,409,3,623,819,67,3473,19,680
"40",722,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503","GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,NA,NA,NA,"1995-01-01","1989-12-13","2018-11-09",23,FALSE,1,8564,"THAME","SP7777213503",602448,1,"",2009-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",592782,"2009-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,86,4.78,22,100.3,4.56,18,33,1.83,5,3,5,9.17,15,67,4.47,8,11.31,70.73,3.26,6.67,48.88,18,117,6.5,20,136,6.8,14,41,34.15,13,37,35.14,22,102.2,4.65,"No",2009,11,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7","TH-PTAR0020",0.904333333333333,18.8366666666667,0.062,7.7,10.2233333333333,0.0397666666666667,0.00109333333333333,78.0333333333333,10.27,7.23666666666667,14.2666666666667,NA,NA,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7",11,66,4,4,23,1,26,0,58,69,31,263,7,49
"41",734,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35943,1,"TQ",26600,46620,"TQ2660046620","GB106039017540",49,1.6,10.497,2,4.2,25,5,28,52,15,204,NA,NA,NA,"1995-01-01","1990-03-29","2015-10-20",32,FALSE,1,8697,"SALFORDS STREAM","TQ2660046620",599834,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",595331,"2010-02-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,63,4.85,13,69,5.31,NA,NA,NA,NA,NA,NA,NA,8,43,5.38,2,2,100,6,7.93,75.66,11,89,8.09,NA,NA,NA,NA,4,0,17,26,65.38,13,66.4,5.11,"No",2009,10,"3B887B00-EA6E-4B65-8B9B-7181215A505A","TH-PMLR0042",0.696666666666667,16.8933333333333,0.049,7.88666666666667,2.37666666666667,0.022,0.00115333333333333,86.3333333333333,2.4,8.36,44.9666666666667,1.2,NA,"3B887B00-EA6E-4B65-8B9B-7181215A505A",100,101,0,10,62,2,30,0,160,61,15,526,3,92
"42",736,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35948,1,"SP",70835,7077,"SP7083507077","GB106039030270",69,0.8,20.01,1,4.7,108.33,1,18,18,63,252,NA,NA,NA,"1995-01-01","1989-09-13","2015-10-22",27,FALSE,1,8718,"SCOTSGROVE BROOK","SP7083507077",599971,1,"",2009-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593920,"2010-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,77,4.81,18,98.5,5.47,4,4,1,1,3,3,3,12,60,5,4,6.58,60.79,7.78,10.45,74.45,14,113,8.07,7,56,8,8,19,42.11,23,35,65.71,18,94.3,5.24,"No",2009,10,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F","TH-PTAR0033",0.932,18.25,0.064,7.89,15.6,0.0738,0.00166,93.1,15.7,8.75,NA,NA,NA,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F",81,201,0,300,111,0,50,0,28,124,18,895,5,161
"43",748,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,8856,"PANG","SU6347276238",602255,1,"",2009-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",591511,"2009-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,155,6.2,26,156.3,6.01,26,57,2.19,5,7,7,15.35,19,102,5.37,13.01,18.76,69.35,5.54,9.17,60.41,23,163,7.09,34,255,7.5,33,63,52.38,22,39,56.41,26,156.1,6,"No",2009,11,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",0.03525,13.3475,0.03,8.0775,5.9375,0.00965,0.0006425,103.7,5.9475,10.85,6.225,NA,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",49,47,0,64,127,0,63,0,109,15,44,476,23,190
"44",759,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35989,1,"TQ",26910,45000,"TQ2691045000","GB106039017621",49,0.6,17.997,3,7.2,58.33,15,33,33,18,83.3,NA,NA,NA,"1995-01-01","1990-01-09","2017-10-27",31,FALSE,1,8955,"MOLE (THAMES)","TQ2691045000",599845,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",594323,"2010-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,90,5.29,19,95.1,5.01,NA,NA,NA,NA,NA,NA,NA,12,57,4.75,2,2,100,4.52,8.17,55.32,16,111,6.94,NA,NA,NA,NA,4,0,17,37,45.95,19,96.6,5.08,"No",2009,10,"49FD2AE5-5AEE-480E-9A92-AE234C99583C","TH-PMLR0035",0.81975,18.3275,0.13675,7.2375,16.7,0.127675,0.0008075,75.85,16.825,7.1025,11.5,1.5,NA,"49FD2AE5-5AEE-480E-9A92-AE234C99583C",101,172,0,0,141,15,70,0,302,90,19,891,5,211
"45",760,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35991,1,"TQ",26950,43360,"TQ2695043360","GB106039017621",53,1.3,15.608,3,6.5,26.67,8,38,45,8,93.8,NA,NA,NA,"1995-01-01","1990-01-09","2018-10-01",33,FALSE,1,8976,"MOLE (THAMES)","TQ2695043360",599819,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",591050,"2009-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,79,5.27,17,81.4,4.79,NA,NA,NA,NA,NA,NA,NA,12,53,4.42,1,1,100,4.02,7.19,55.91,14,96,6.86,NA,NA,NA,NA,3,0,16,35,45.71,17,84.5,4.97,"No",2009,10,"85FC8B6B-EB1F-48E5-9C00-3DB5FE5570F2","TH-PMLR0018",0.4565,18.91,0.507,7.12,20.3,0.42385,0.00235,80.2,20.75,7.43,NA,NA,NA,"85FC8B6B-EB1F-48E5-9C00-3DB5FE5570F2",60,120,0,1,120,15,50,0,150,122,21,638,5,170
"46",766,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36006,1,"TQ",13000,65810,"TQ1300065810","GB106039017622",9,0.6,70.106,5,15,96.67,5,42,20,33,135,NA,NA,NA,"1995-01-01","1990-05-15","2019-10-09",36,FALSE,1,9053,"MOLE (THAMES)","TQ1300065810",600706,1,"",2009-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593182,"2010-01-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,109,4.74,24,103.6,4.32,22,31,1.41,5,5,5,7.05,17,67,3.94,2.37,8.5,27.88,1.25,6.39,19.56,22,137,6.23,23,146,6.35,4,39,10.26,8,37,21.62,24,106.7,4.45,"No",2009,11,"F91115E0-1F90-4274-A94A-C6CE69E92993","TH-PMLR0031",0.384,18.7533333333333,0.03,7.87666666666667,10.3033333333333,0.0175666666666667,0.000786666666666667,100.566666666667,10.3066666666667,9.35333333333333,NA,NA,NA,"F91115E0-1F90-4274-A94A-C6CE69E92993",15,55,2,6,69,3,8,0,40,56,29,270,6,77
"47",770,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36013,1,"TQ",26070,39750,"TQ2607039750","GB106039017480",59,1.3,10.374,1,3,33.67,0,7,7,87,88.8,NA,NA,NA,"1995-01-01","1995-03-28","2014-09-08",25,FALSE,1,9137,"MOLE (THAMES)","TQ2607039750",599847,1,"",2009-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",591003,"2010-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,76,5.07,17,77.3,4.55,NA,NA,NA,NA,NA,NA,NA,9,41,4.56,NA,NA,NA,1.01,3.67,27.52,14,87,6.21,NA,NA,NA,NA,4,0,6,24,25,17,83,4.88,"No",2009,10,"EF866A6C-B11A-49AA-AC1F-DDE3B3A6E711","TH-PMLR0016",0.2225,15.74,0.1155,7.5,0.741,0.0341,0.001045,68.4,0.775,6.77,NA,NA,NA,"EF866A6C-B11A-49AA-AC1F-DDE3B3A6E711",108,0,0,1,14,0,3,0,200,21,20,417,5,17
"48",775,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LYDE",36025,1,"SU",69563,54251,"SU6956354251","GB106039017100",63,3.3,5.231,1,5.7,37.67,12,47,28,13,250,NA,NA,NA,"1995-01-01","1989-10-04","2021-10-25",46,FALSE,1,9236,"LYDE","SU6956354251",600421,1,"",2009-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593097,"2009-12-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,147,5.65,27,155.4,5.76,18,28,1.56,3,5,5,7.78,19,100,5.26,15.14,17.58,86.12,9.04,12.19,74.16,24,183,7.63,20,164,8.2,30,45,66.67,33,50,66,27,156.2,5.79,"No",2009,11,"761E63F0-AC65-406C-BF23-F99C3A50994B","TH-PLDR0039",0.043,13.91,0.112,7.86,5.94333333333333,0.056,0.00198,96.2,6,9.90666666666667,3.6,NA,NA,"761E63F0-AC65-406C-BF23-F99C3A50994B",150,5004,0,20,238,0,72,0,19,80,30,5584,13,310
"49",777,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36031,1,"SU",71580,64750,"SU7158064750","GB106039017330",46,0.8,26.711,4,9.3,73.33,3,33,33,30,226,NA,NA,NA,"1995-01-01","1990-11-27","2019-09-26",41,FALSE,1,9269,"LODDON","SU7158064750",600434,1,"",2009-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",593839,"2010-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,131,5.95,24,148.2,6.18,17,28,1.65,3,5,5,8.24,17,100,5.88,15.76,20.66,76.28,10.54,15.62,67.48,21,167,7.95,23,189,8.22,29,49,59.18,30,48,62.5,24,143.8,5.99,"No",2009,11,"7425322F-91D8-4631-A13B-7792CCDF9DA3","TH-PLDR0028",0.180666666666667,16.25,0.03,8.01666666666667,7.46,0.0243666666666667,0.000813333333333333,91.3,7.48666666666667,8.94333333333333,6.13333333333333,1,NA,"7425322F-91D8-4631-A13B-7792CCDF9DA3",100,61,0,250,66,1,170,0,181,58,30,887,11,236
