"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved as O2_mg/l","Ammonia un-ionised as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrite as N_mg/l","Nitrate as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Temperature of Water_cel","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"31",566,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","FLEET BROOK",34657,1,"SU",80735,56521,"SU8073556521","GB106039017120",59,1.1,5.505,1,2.8,30,0,32,32,37,91.5,NA,NA,NA,"1995-01-01","1995-04-06","2016-10-04",14,FALSE,1,6376,"FLEET BROOK","SU8073556521",746709,1,"",2016-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",736726,"2016-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,100,4.76,23,112.2,4.88,19,38,2,5,3,5,10,22,88,4,5.87,11.01,53.32,2.25,8.08,27.85,20,129,6.45,23,160,6.96,14,46,30.43,9,38,23.68,23,111,4.83,"No",2016,10,"509018DB-3C63-4B01-A8BB-C4E5AD5FCB59","TH-PLDR0016",7.44,61.2,0.052,5.95,0.00046,0.055,0.0147,0.455,0.47,16.6,NA,NA,NA,NA,"509018DB-3C63-4B01-A8BB-C4E5AD5FCB59",62,15,0,37,7,2,3,0,54,75,36,278,6,10
"32",579,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","RYTHE STREAM",34747,1,"TQ",16500,66700,"TQ1650066700","GB106039017650",10,1.7,8.79,1,1.8,10,13,57,5,25,153.9,NA,NA,NA,"2014-01-01","2013-05-24","2016-10-06",4,FALSE,1,6439,"RYTHE STREAM","TQ1650066700",747084,1,"",2016-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",736632,"2016-12-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,43,4.3,13,47.1,3.62,9,12,1.33,1,1,1,1.33,9,31,3.44,1,3.21,31.15,NA,1.71,0,10,62,6.2,10,62,6.2,2,23,8.7,3,22,13.64,13,50.2,3.86,"No",2016,10,"016459BD-7DFC-4A5C-85EE-02A46596E0A6","TH-PTHR0318",7.85,79.25,0.673,7.6,0.001525,0.067,0.02555,1.735,1.76,17.55,NA,NA,NA,NA,"016459BD-7DFC-4A5C-85EE-02A46596E0A6",122,146,4,0,2,0,0,0,621,2,17,897,2,2
"33",610,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","HALTON BROOK",35090,1,"SP",87209,12172,"SP8720912172","GB106039030380",94,8.2,1.8,1,1.5,9,13,40,28,18,254,NA,NA,NA,"1995-01-01","1990-08-16","2016-09-28",15,FALSE,1,6647,"HALTON BROOK","SP8720912172",746303,1,"",2016-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",734164,"2016-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,41,3.73,13,54,4.15,4,4,1,1,1,1,1,11,46,4.18,2,4.44,45.05,2.02,4.2,48.1,9,58,6.44,7,47,6.71,5,19,26.32,7,22,31.82,13,56.7,4.36,"No",2016,9,"7E00B07F-9196-4D69-8035-C411079A3F60","TH-PTAR0010",8.21,94.6,2.81,9.1,0.00092,0.03,0.0849,14.1,14.2,17.1,NA,NA,NA,NA,"7E00B07F-9196-4D69-8035-C411079A3F60",33,0,0,8,6,0,0,0,26,134,15,207,1,6
"34",611,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","WENDOVER BROOK",35091,1,"SP",86092,12623,"SP8609212623","GB106039030380",88,2.4,5.9,1,1.8,12.33,2,60,27,12,251,NA,NA,NA,"1995-01-01","1990-08-16","2016-09-23",19,FALSE,1,6659,"WENDOVER BROOK","SP8609212623",746021,1,"",2016-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",736262,"2016-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,69,4.93,17,93.7,5.51,7,14,2,5,3,5,10,16,86,5.38,9,12.56,71.66,6.53,9.89,66.03,14,111,7.93,15,119,7.93,18,34,52.94,24,36,66.67,17,95.1,5.59,"No",2016,9,"265C3262-46EA-4082-BE6E-B074BD6A9FAC","TH-PTAR0038",8.24,83.9333333333333,0.0866666666666667,7.97333333333333,0.00116666666666667,0.037,0.0281666666666667,1.8,1.82666666666667,17.8,NA,NA,NA,NA,"265C3262-46EA-4082-BE6E-B074BD6A9FAC",19,200,0,22,183,0,5,0,91,487,25,1008,5,188
"35",638,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FROXFIELD STREAM",35137,1,"SU",30305,67945,"SU3030567945","GB106039017430",108,3.6,3.23,1,2.9,31,13,40,27,20,252,NA,NA,NA,"1995-01-01","1990-06-01","2016-10-18",20,FALSE,1,6873,"FROXFIELD STREAM","SU3030567945",747823,1,"",2016-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738512,"2017-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,121,5.26,28,151.3,5.4,18,31,1.72,5,5,5,8.61,22,112,5.09,14.26,17.56,81.21,8.8,11.74,74.96,22,165,7.5,23,177,7.7,31,49,63.27,30,50,60,28,153.1,5.47,"No",2016,10,"ECCA6042-1C23-4DFE-A272-C2A7A673A4EC","TH-PKER0150",7.64,81.8,0.125,8.68,0.00062,0.064,0.0195,5.94,5.96,12.6,NA,NA,NA,NA,"ECCA6042-1C23-4DFE-A272-C2A7A673A4EC",22,1002,6,18,623,0,34,0,121,42,39,1874,14,657
"36",654,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LEWKNOR BROOK",35214,1,"SU",67899,97504,"SU6789997504","GB106039023750",87,5,5,1,0.9,23.33,0,10,57,33,227,NA,NA,NA,"1995-01-01","1990-02-06","2016-09-21",17,FALSE,1,7016,"LEWKNOR BROOK","SU6789997504",745865,1,"",2016-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",734053,"2016-10-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,48,4.8,12,58,4.83,5,8,1.6,3,1,3,4.8,11,45,4.09,1.5,3.34,44.91,0.5,3.16,15.82,9,63,7,9,65,7.22,3,17,17.65,4,16,25,12,60.4,5.03,"No",2016,9,"2D43CDEB-9A56-4689-9A3A-934BF4CDA14D","TH-PTAR0117",8.13,86.25,0.1735,8.78,0.00076,0.03,0.02485,4.495,4.52,14.45,NA,NA,NA,NA,"2D43CDEB-9A56-4689-9A3A-934BF4CDA14D",50,3,0,8,2,0,1,0,28,23,16,115,2,3
"37",662,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","BLOXHAM BROOK",35223,1,"SP",46391,35631,"SP4639135631","GB106039037240",90,10,7.6,1,2,25.67,0,10,12,78,239,NA,NA,NA,"1995-01-01","1990-01-24","2016-10-17",18,FALSE,1,7065,"BLOXHAM BROOK","SP4639135631",748148,1,"",2016-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",736572,"2016-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,115,5.75,21,116.4,5.54,12,13,1.08,1,5,5,5.42,17,82,4.82,7,10.67,65.6,5.22,9.1,57.36,19,131,6.89,20,144,7.2,15,40,37.5,16,36,44.44,21,116.4,5.54,"No",2016,10,"44C02477-8505-4437-BAA8-E3D5E81943FC","TH-PCHR0158",7.81,75.4,1.47,7.7,0.00049,0.03,0.0898,11.4,11.5,14.3,NA,NA,NA,NA,"44C02477-8505-4437-BAA8-E3D5E81943FC",24,104,0,55,78,0,8,2,60,341,33,673,13,88
"38",682,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","HOLTON BROOK",35270,1,"SP",61807,6231,"SP6180706231","GB106039030360",57,0.9,15.3,1,2,45,8,33,10,48,231,NA,NA,NA,"1995-01-01","1990-03-23","2016-11-08",24,FALSE,1,7262,"HOLTON BROOK","SP6180706231",749233,1,"",2016-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",735975,"2016-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,37,4.11,10,39.7,3.97,6,11,1.83,5,1,5,9.17,8,31,3.88,1.5,3.47,43.23,NA,1.93,0,7,42,6,7,50,7.14,3,12,25,3,16,18.75,10,38.2,3.82,"No",2016,11,"5FD47B3E-26CC-41EA-86D4-0E4B6F265C1F","TH-PTAR0014",7.93,70,0.327,6.94,0.0432,1.83,0.297,5.58,5.88,15.7,NA,NA,NA,NA,"5FD47B3E-26CC-41EA-86D4-0E4B6F265C1F",13,13,0,2,29,0,0,0,51,11,14,121,1,29
"39",723,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","DORN",35456,1,"SP",44679,19830,"SP4467919830","GB106039037380",84,2.5,19.69,1,3.6,28.33,3,50,32,15,257,NA,NA,NA,"1995-01-01","1989-10-12","2019-10-11",26,FALSE,1,7729,"DORN","SP4467919830",746155,1,"",2016-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738511,"2017-01-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,75,6.82,14,90.6,6.47,9,19,2.11,5,3,5,10.56,10,49,4.9,6.5,8.46,76.83,3,4.94,60.73,11,85,7.73,13,103,7.92,13,23,56.52,12,20,60,14,91.3,6.52,"No",2016,9,"4BF3B693-A08E-45A0-9141-83E430C5745C","TH-PEVR0003",8.04,83.95,0.1325,8.31,0.000835,0.03,0.005,5.765,5.77,15.8,NA,NA,NA,NA,"4BF3B693-A08E-45A0-9141-83E430C5745C",10,41,0,40,8,0,33,7,3,15,17,158,7,48
"40",727,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LUDGERSHALL BROOK",35463,1,"SP",65224,19509,"SP6522419509","GB106039030060",62,1.1,6.5,1,1,10.33,0,0,0,100,235,NA,NA,NA,"1995-01-01","1990-05-29","2016-09-23",20,FALSE,1,7766,"LUDGERSHALL BROOK","SP6522419509",746009,1,"",2016-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738067,"2017-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,29,3.22,11,39.2,3.56,5,5,1,1,1,1,1,9,42,4.67,3,7.65,39.22,0.5,4.35,11.49,7,42,6,8,54,6.75,6,22,27.27,4,22,18.18,11,43.5,3.95,"No",2016,9,"8604EE97-639F-481D-84B4-AF94E4805EAE","TH-PCHR0156",7.9,67.7,0.57,6.9,0.00094,0.047,0.0172,0.593,0.61,14.4,NA,NA,NA,NA,"8604EE97-639F-481D-84B4-AF94E4805EAE",62,291,0,5,0,0,0,0,304,1600,18,2272,0,0
"41",742,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2021-09-24",61,FALSE,1,7964,"KENNET","SU2273169574",746134,1,"",2016-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",739279,"2017-02-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,163,6.27,29,182.7,6.3,20,38,1.9,5,7,7,13.3,21,118,5.62,16.64,18.1,91.93,13.04,14.03,92.94,25,195,7.8,24,191,7.96,36,48,75,38,48,79.17,29,178,6.14,"No",2016,9,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",7.88,100.3,0.03,10.3,0.00057,0.03,0.0366,7.46,7.5,14.2,NA,NA,NA,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",16,153,3,26,53,0,163,8,129,12,38,568,16,224
"42",790,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","WINTERBOURNE",35779,1,"SU",45255,69534,"SU4525569534","GB106039023210",78,2,7.62,1,4.6,28,7,28,52,13,241,NA,NA,NA,"1995-01-01","1990-03-06","2021-05-10",35,FALSE,1,8473,"WINTERBOURNE","SU4525569534",747252,1,"",2016-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",737072,"2016-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,171,5.7,34,189.6,5.58,28,62,2.21,5,7,7,15.5,26,144,5.54,16.76,26.31,63.7,9.55,15.9,60.06,30,214,7.13,32,238,7.44,40,75,53.33,37,69,53.62,34,195.2,5.74,"No",2016,10,"4049ABBA-CAB4-404F-8476-BEEFD4B673B3","TH-PKER0089",8.19,88.1,0.035,9.22,0.00069,0.03,0.0209,9.48,9.5,13.2,NA,NA,NA,NA,"4049ABBA-CAB4-404F-8476-BEEFD4B673B3",50,6120,21,4,2105,1,90,1,726,263,46,9391,17,2196
"43",792,"THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35782,1,"SU",87777,92372,"SU8777792372","GB106039023880",60,3.3,7.6,2,2.8,26,11,59,13,17,232,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-01",44,FALSE,1,8513,"WYE (THAMES","SU8777792372",749234,1,"",2016-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738306,"2017-01-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,80,4.71,21,106.3,5.06,13,19,1.46,5,3,5,7.31,15,77,5.13,12.76,15.59,81.85,6.54,9.44,69.28,17,125,7.35,19,151,7.95,31,46,67.39,22,36,61.11,21,105.8,5.04,"No",2016,11,"658AC00E-10A0-4ED5-AA85-D871D9001C67","TH-PWYR0012",8.08,92,0.024,9.22,8e-04,0.03,0.0145,4.965,4.98,15.15,NA,NA,NA,NA,"658AC00E-10A0-4ED5-AA85-D871D9001C67",21,1501,0,6,46,0,125,0,56,369,30,2124,11,171
"44",793,"THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492","GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,NA,NA,NA,"1995-01-01","1989-10-04","2019-09-06",48,FALSE,1,8543,"WYE (THAMES","SU8955086492",745412,1,"",2016-09-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738816,"2017-02-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,79,5.64,15,90,6,13,22,1.69,5,3,5,8.46,12,71,5.92,15.76,17.72,88.94,8.02,10.44,76.82,13,110,8.46,18,155,8.61,36,45,80,24,34,70.59,15,88.3,5.89,"No",2016,9,"58217BCA-714B-4A4E-9990-CE0B3D900946","TH-PWYR0015",8.39,71.5,0.065,6.55,0.00109,0.03,0.0137,6.09,6.1,19.5,NA,NA,NA,NA,"58217BCA-714B-4A4E-9990-CE0B3D900946",8,1450,4,550,31,0,79,0,19,22,24,2164,10,110
"45",822,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35848,1,"SU",6025,93286,"SU0602593286","GB106039022960",80,0.7,13.29,4,5.8,46.67,2,15,75,8,169,NA,NA,NA,"1995-01-01","1990-12-31","2016-11-09",17,FALSE,1,9027,"THAMES (W AREA)","SU0602593286",749286,1,"",2016-11-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738488,"2017-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,144,5.14,34,177.1,5.21,30,66,2.2,5,5,5,11,27,122,4.52,14.5,22.69,63.9,5.76,12.55,45.9,30,192,6.4,40,272,6.8,25,85,29.41,26,64,40.63,34,181.3,5.33,"No",2016,11,"97C46A92-9459-42EC-9B99-3DD774A5C749","TH-PUTR0108",7.78,71.2,0.05,7.08,0.00114,0.069,0.0255,2.79,2.82,15.5,NA,NA,NA,NA,"97C46A92-9459-42EC-9B99-3DD774A5C749",308,823,0,129,204,0,504,0,1150,1146,60,4284,21,708
"46",831,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2021-10-07",51,FALSE,1,9120,"THAMES (W AREA)","SU0181494776",747702,1,"",2016-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738853,"2017-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,132,5.28,25,125.8,5.03,21,40,1.9,10,5,10,19.05,19,92,4.84,9.63,18.07,53.29,5.01,10.33,48.5,24,162,6.75,30,209,6.97,21,61,34.43,20,46,43.48,25,123.1,4.92,"No",2016,10,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",7.95,89.7,0.01,9.365,0.000635,0.03,0.01245,5.335,5.345,13.55,NA,NA,NA,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",26,608,5,80,209,0,20,0,19,51,38,1034,11,229
"47",905,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LYDE",36025,1,"SU",69563,54251,"SU6956354251","GB106039017100",63,3.3,5.231,1,5.7,37.67,12,47,28,13,250,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-13",44,FALSE,1,10066,"LYDE","SU6956354251",748203,1,"",2016-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",736274,"2016-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,171,6.11,30,185.5,6.18,19,45,2.37,5,7,7,16.58,25,133,5.32,16.51,21.18,77.95,10.79,15.64,68.99,27,201,7.44,30,245,8.17,37,55,67.27,35,55,63.64,30,184.8,6.16,"No",2016,10,"761E63F0-AC65-406C-BF23-F99C3A50994B","TH-PLDR0039",8.13,83.1,0.016,8.43,0.00077,0.03,0.0127,7.31,7.32,14.6,NA,NA,NA,NA,"761E63F0-AC65-406C-BF23-F99C3A50994B",10,603,2,204,929,0,81,0,17,2053,42,3912,19,1010
"48",909,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2020-10-14",60,FALSE,1,10156,"LODDON","SU6868155289",746652,1,"",2016-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National investigative monitoring",743901,"2016-10-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,163,5.82,30,171.3,5.71,20,29,1.45,3,7,7,10.15,26,133,5.12,17.02,23.4,72.74,11.53,17.37,66.38,27,198,7.33,32,248,7.75,38,73,52.05,31,61,50.82,30,170,5.67,"No",2016,10,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",8,77.95,0.228,7.56,0.00092,0.0325,0.0129,15.9,15.9,16.7,NA,NA,NA,NA,"07509599-DF51-4438-923C-ECD5C5BB82C9",197,1353,13,424,43,7,244,0,229,3538,44,6055,17,287
"49",916,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","LEIGH BROOK",36058,1,"TQ",22607,46637,"TQ2260746637","GB106039017550",51,2.1,9.066,1,2.3,26.67,10,60,22,8,111,NA,NA,NA,"1995-01-01","1989-09-08","2016-10-06",26,FALSE,1,10260,"LEIGH BROOK","TQ2260746637",747077,1,"",2016-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",739626,"2017-02-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,72,4.5,17,81.3,4.78,19,31,1.63,5,3,5,8.16,13,60,4.62,14.64,18.19,80.48,6.26,10.12,61.86,15,108,7.2,22,172,7.82,27,48,56.25,19,34,55.88,17,78.1,4.59,"No",2016,10,"991FDFE5-0F05-4D0D-91F7-D9F479D7B457","TH-PMLR0014",7.86,80.4,3.08,7.95,0.00087,0.043,0.0217,14.9,14.9,15.8,NA,NA,NA,NA,"991FDFE5-0F05-4D0D-91F7-D9F479D7B457",57,192,0,145,147,3,15,0,7,3013,32,3580,7,162
"50",924,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KINGSCLERE BROOK",36069,1,"SU",52906,62811,"SU5290662811","GB106039017220",70,4.3,5.8,1,3.3,32.67,2,46,38,13,217,NA,NA,NA,"1995-01-01","1990-04-05","2016-09-19",26,FALSE,1,10330,"KINGSCLERE BROOK","SU5290662811",745695,1,"",2016-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",738846,"2017-01-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,83,5.19,17,103.5,6.09,11,18,1.64,5,3,5,8.18,13,87,6.69,13.02,15.23,85.49,8.54,10.94,78.06,15,120,8,18,148,8.22,31,40,77.5,26,34,76.47,17,103.4,6.08,"No",2016,9,"88252A1A-072F-4319-9384-BAE2B75795C4","TH-PKER0057",8.14,92.2,0.154,9.82,0.00065,0.03,0.0249,5.76,5.78,12.4,NA,NA,NA,NA,"88252A1A-072F-4319-9384-BAE2B75795C4",5,90,0,322,57,0,2,0,24,101,22,602,8,59
