"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrite as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"31",533,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","DUN (KENNET)",34379,1,"SU",33292,68770,"SU3329268770","GB106039023172",97,1.6,12.3,3,5.5,53.33,7,72,13,8,235,NA,NA,NA,"1995-01-01","1990-05-03","2016-10-19",35,FALSE,1,6197,"DUN (KENNET)","SU3329268770",548007,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543113,"2006-12-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,174,5.44,37,207.4,5.61,5,10,2,5,7,7,14,27,130,4.81,5.87,7.35,79.86,9.04,13.89,65.08,33,233,7.06,6,47,7.83,8,15,53.33,35,66,53.03,37,202.9,5.48,"No",2006,10,"9EB57FA5-2B87-482D-92BF-332D42ACE4AB","TH-PKER0205",0.001525,9.465,0.04775,18.445,0.0605,8,1.7075,100.75,0.03265,1.6735,4.3,NA,NA,101.825,"9EB57FA5-2B87-482D-92BF-332D42ACE4AB",502,309,3,205,62,0,115,0,127,533,43,1864,14,177
"32",598,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LASHLAKE STREAM",35047,1,"SP",70932,7054,"SP7093207054","GB106039030220",65,1.3,1.4,1,4.5,71,0,10,7,83,241,NA,NA,NA,"1995-01-01","1991-05-29","2018-11-16",17,FALSE,1,6556,"LASHLAKE STREAM","SP7093207054",545802,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540784,"2006-10-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,65,4.06,22,81.9,3.72,5,9,1.8,3,3,3,5.4,15,66,4.4,2,3.72,53.76,0.5,5.14,9.73,16,94,5.88,7,42,6,2,15,13.33,4,33,12.12,22,85.6,3.89,"No",2006,10,"A5450C4F-DA9E-4EAB-B193-1EB96B3FD493","TH-PTAR0112",0.00305,8.515,1.498,16.215,0.185,7.735,24.4,86.85,0.10805,24.3,2.15,NA,NA,NA,"A5450C4F-DA9E-4EAB-B193-1EB96B3FD493",27,628,3,0,0,12,0,0,133,145,25,955,0,0
"33",607,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","PYESTOCK TRIBUTARY",35085,1,"SU",85235,54854,"SU8523554854","GB106039017130",67,1.6,1.581,1,1.9,23.33,17,3,0,80,81.5,NA,NA,NA,"1995-01-01","1990-10-18","2018-09-25",22,FALSE,1,6621,"PYESTOCK TRIBUTARY","SU8523554854",544816,1,"",2006-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",539874,"2006-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,33,3.67,9,29.7,3.3,NA,NA,NA,NA,NA,NA,NA,4,15,3.75,NA,NA,NA,0.75,3.63,20.66,7,42,6,NA,NA,NA,NA,3,0,4,18,22.22,9,34.1,3.79,"No",2006,10,"206285A3-8F94-48B5-90B0-A1229767831D","TH-PLDR0058",0.001215,6.125,0.035,16.745,0.4085,6.925,0.325,62.8,0.01995,0.305,1.1,NA,NA,NA,"206285A3-8F94-48B5-90B0-A1229767831D",27,90,0,0,3,0,1,0,50,130,9,303,2,4
"34",613,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","STOCKLAKE BROOK",35093,1,"SP",82772,14042,"SP8277214042","GB106039030380",85,2,2.41,1,3.7,39.33,0,1,2,97,209,NA,NA,NA,"1995-01-01","1990-08-20","2016-09-23",19,FALSE,1,6673,"STOCKLAKE BROOK","SP8277214042",545783,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540766,"2006-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,58,3.63,19,64.5,3.39,NA,NA,NA,NA,NA,NA,NA,12,52,4.33,0.5,1.36,36.76,1.25,6.88,18.17,15,85,5.67,1,7,7,NA,4,0,3,36,8.33,19,71.9,3.78,"No",2006,10,"C0405CE4-1E69-4843-B72A-57805844D609","TH-PTAR0120",0.002705,5.2375,0.214,19.23,0.356,7.365,0.715,56.325,0.063525,0.65225,1.975,14.775,NA,NA,"C0405CE4-1E69-4843-B72A-57805844D609",96,132,0,8,0,9,2,0,279,623,23,1155,1,2
"35",636,"THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","BAGPUIZE BROOK",35135,1,"SU",40197,96210,"SU4019796210","GB106039023430",65,10,2.3,1,1.2,16.67,0,3,7,90,237,NA,NA,NA,"1995-01-01","1990-05-24","2013-10-22",19,FALSE,1,6848,"BAGPUIZE BROOK","SU4019796210",546518,1,"",2006-11-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541425,"2006-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",7,23,3.29,8,29.6,3.7,3,4,1.33,1,1,1,1.33,5,20,4,2.13,3.23,65.94,0.5,1.48,33.78,5,34,6.8,5,34,6.8,4,11,36.36,4,12,33.33,8,27.8,3.48,"No",2006,11,"136101AD-9703-44D6-992A-997062A62203","TH-POCR0033",0.0110266666666667,7.51666666666667,3.71666666666667,16.7766666666667,0.713666666666667,7.74666666666667,20.2,77.4333333333333,0.174266666666667,20.0333333333333,1.93333333333333,NA,NA,NA,"136101AD-9703-44D6-992A-997062A62203",11,105,0,0,0,0,0,0,8,8,9,132,0,0
"36",658,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","FARINGDON BROOK",35219,1,"SU",28533,98154,"SU2853398154","GB106039030333",68,0.3,2.94,1,1.5,15,0,0,5,94,230,NA,NA,NA,"1995-01-01","1990-02-21","2009-11-17",21,FALSE,1,7034,"FARINGDON BROOK","SU2853398154",544920,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543109,"2007-01-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,41,3.73,13,42.6,3.28,10,12,1.2,1,1,1,1.2,8,23,2.88,2,6.52,30.67,0.5,3.41,14.66,9,53,5.89,11,67,6.09,4,33,12.12,6,29,20.69,13,50.7,3.9,"No",2006,11,"51E1A1AE-C61E-43A8-B2B8-54EEFD5CF4CF","TH-PUTR0228",0.009255,4.61,4.68,17.665,0.867,7.615,14.8,48.4,0.5715,14.25,2.25,NA,NA,NA,"51E1A1AE-C61E-43A8-B2B8-54EEFD5CF4CF",207,1113,0,1,1,0,0,0,132,574,20,2029,1,1
"37",666,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","AUDLEY BROOK",35247,1,"SP",61312,25601,"SP6131225601","GB106039030160",78,4.8,3.13,1,1.5,13.33,3,3,7,87,220,NA,NA,NA,"1995-01-01","1990-01-18","2015-11-05",22,FALSE,1,7100,"AUDLEY BROOK","SP6131225601",547309,1,"",2006-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542300,"2006-12-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,61,4.07,20,89.4,4.47,11,16,1.45,5,3,5,7.27,16,65,4.06,5.63,10.16,55.41,3.25,7.11,45.71,15,97,6.47,14,89,6.36,7,33,21.21,16,40,40,20,92.2,4.61,"No",2006,10,"893A91E8-36DD-4B39-A95A-FE85862FC983","TH-PCHR0155",0.0038425,7.3625,0.50725,16.4375,0.2125,7.865,3.985,74.65,0.05135,3.9305,2.475,NA,NA,NA,"893A91E8-36DD-4B39-A95A-FE85862FC983",805,140,0,131,10,1,1,0,179,324,31,1594,2,11
"38",667,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LAUNTON BROOK",35248,1,"SP",61220,22238,"SP6122022238","GB106039030120",64,0.8,4,1,2.2,16.67,0,0,0,100,183,NA,NA,NA,"1995-01-01","1990-01-18","2013-05-18",19,FALSE,1,7111,"LAUNTON BROOK","SP6122022238",547305,1,"",2006-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542282,"2006-12-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,44,3.67,18,63.2,3.51,6,6,1,1,1,1,1,11,24,2.18,1,5.52,18.12,NA,3.65,0,13,69,5.31,8,46,5.75,2,22,9.09,6,34,17.65,18,66.3,3.68,"No",2006,10,"8739F44D-31AD-4E04-A6EF-F9CF62B1EF13","TH-PCHR0163",0.012135,6.9,0.2835,15.74,0.9695,7.585,1.825,66.7,0.63295,1.19,9.25,NA,NA,NA,"8739F44D-31AD-4E04-A6EF-F9CF62B1EF13",104,75,0,34,100,0,0,0,129,204,24,650,1,100
"39",670,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35256,1,"SP",31998,2920,"SP3199802920","GB106039030250",68,0.4,18.09,1,4.8,27.67,5,62,17,17,243,NA,NA,NA,"1995-01-01","1994-06-13","2006-11-02",11,FALSE,1,7133,"SHILL BROOK","SP3199802920",544929,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541759,"2006-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,144,5.54,29,160,5.52,26,40,1.54,5,5,5,7.69,19,110,5.79,11.38,17.86,63.72,8.28,13.13,63.06,25,177,7.08,33,230,6.97,24,66,36.36,28,52,53.85,29,159,5.48,"No",2006,11,"F9BB99BE-8BEF-4A96-8E8C-4BCE51E3C179","TH-PUTR0079",0.000896666666666667,6.33233333333333,0.113666666666667,16.39,0.0323333333333333,8.04666666666667,10.88,64.8566666666667,0.0613333333333333,10.8233333333333,1.5,NA,NA,NA,"F9BB99BE-8BEF-4A96-8E8C-4BCE51E3C179",18,865,0,976,49,4,265,0,15,365,43,2557,14,314
"40",672,"THAMES - WEST","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","TUCKMILL BROOK",35258,1,"SU",24417,89968,"SU2441789968","GB106039022920",85,1.5,7.2,1,3.9,42.67,8,3,15,73,219,NA,NA,NA,"1995-01-01","1990-04-18","2013-09-18",23,FALSE,1,7148,"TUCKMILL BROOK","SU2441789968",546090,1,"",2006-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541043,"2006-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,128,4.74,33,139.1,4.22,NA,NA,NA,NA,NA,NA,NA,23,101,4.39,0.5,1.36,36.76,3.5,9.63,36.34,26,166,6.38,NA,NA,NA,NA,4,0,15,57,26.32,33,151.1,4.58,"No",2006,10,"29E63222-100D-400E-BD67-204604BBEA84","TH-PUTR0116",0.00449666666666667,7.59,0.832666666666667,17.36,0.235666666666667,7.81666666666667,7.3,79.3333333333333,0.0619,7.25,1.73333333333333,NA,NA,NA,"29E63222-100D-400E-BD67-204604BBEA84",224,1277,22,166,47,2,7,0,1635,155,34,3536,6,54
"41",675,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SUL",35261,1,"SU",64233,74102,"SU6423374102","GB106039023280",43,1.2,2.3,1,12.2,19,0,3,3,93,242,NA,NA,NA,"1995-01-01","1990-04-25","2019-11-05",39,FALSE,1,7170,"SUL","SU6423374102",545808,1,"",2006-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540788,"2006-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,75,3.95,23,94.4,4.1,16,28,1.75,3,3,3,5.25,17,75,4.41,2.5,9.35,26.74,1.75,6.64,26.36,18,111,6.17,20,122,6.1,3,41,7.32,9,42,21.43,23,97.9,4.26,"No",2006,10,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2","TH-PPSR0006",0.00197,7.28,0.02,16.8,0.162,7.6,1.06,75.2,0.0281,1.03,1.3,NA,NA,NA,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2",16,88,0,16,9,0,3,0,74,60,34,273,2,12
"42",686,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","STOKE BROOK",35274,1,"SP",80583,12858,"SP8058312858","GB106039030320",75,3.3,9.03,1,1.9,15,2,49,27,22,241,NA,NA,NA,"1995-01-01","1990-03-21","2018-11-08",27,FALSE,1,7291,"STOKE BROOK","SP8058312858",545780,1,"",2006-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540762,"2006-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,66,3.88,19,79.4,4.18,3,4,1.33,1,3,3,4,15,59,3.93,2.5,4.09,61.12,2.25,6.13,36.7,16,108,6.75,5,39,7.8,4,12,33.33,10,36,27.78,19,79.7,4.19,"No",2006,10,"DACCAD81-07AD-477B-BF3A-7BB195295230","TH-PTAR0036",0.00539,7.97,0.469,17.405,0.165,8.09,1.86,83.15,0.11015,1.75,1.65,NA,NA,NA,"DACCAD81-07AD-477B-BF3A-7BB195295230",107,56,0,23,1,0,2,0,20,173,20,393,2,3
"43",696,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","LITTLESTOCK BROOK",35335,1,"SP",27804,18466,"SP2780418466","GB106039029910",97,1.7,5.1,1,2,10,23,18,20,38,202,NA,NA,NA,"1995-01-01","1989-11-29","2021-08-16",22,FALSE,1,7358,"LITTLESTOCK BROOK","SP2780418466",548042,1,"",2006-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543146,"2007-01-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,96,4.8,22,119.8,5.45,1,1,1,1,3,3,3,13,58,4.46,3,4.11,72.99,7.03,9.92,70.87,18,132,7.33,2,17,8.5,3,10,30,23,40,57.5,22,118.5,5.39,"No",2006,10,"B16A83AB-0174-49CC-AB2C-23FADCFFF875","TH-PEVR0021",0.00173,9.22,1.37,20.55,0.133,7.51,11.9,102.8,0.0955,11.8,1,NA,NA,NA,"B16A83AB-0174-49CC-AB2C-23FADCFFF875",502,102,0,92,21,0,84,1,104,354,24,1263,6,106
"44",699,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHACOMBE BROOK",35342,1,"SP",47040,43831,"SP4704043831","GB106039037280",94,3.3,8.5,1,1.1,14,0,0,0,100,180,NA,NA,NA,"1995-01-01","1989-10-25","2015-09-11",20,FALSE,1,7384,"CHACOMBE BROOK","SP4704043831",547588,1,"",2006-11-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542656,"2006-12-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,98,5.16,22,108.1,4.91,2,2,1,1,3,3,3,17,81,4.76,2.5,4.1,60.98,3.02,9.29,32.51,18,122,6.78,3,22,7.33,3,10,30,17,44,38.64,22,110.2,5.01,"No",2006,11,"428277C9-DE8B-44B1-9B8F-8A2FD4708A29","TH-PCHR0161",0.00165666666666667,8.00666666666667,1.11166666666667,15.3966666666667,0.064,8.06,5.65,80.2333333333333,0.0573666666666667,5.59333333333333,1.1,NA,NA,NA,"428277C9-DE8B-44B1-9B8F-8A2FD4708A29",185,223,0,25,12,0,6,0,118,2574,29,3162,5,18
"45",701,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","WADLEY STREAM",35359,1,"SP",36588,29,"SP3658800029","GB106039023770",65,0.3,8.84,1,2.3,35,0,0,0,100,269,NA,NA,NA,"1995-01-01","1989-10-17","2013-09-16",15,FALSE,1,7421,"WADLEY STREAM","SP3658800029",544919,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543359,"2007-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,104,4.73,27,121.5,4.5,26,61,2.35,10,5,10,23.46,19,85,4.47,2.63,13.77,19.1,3.25,8.37,38.83,22,133,6.05,32,196,6.13,7,64,10.94,11,46,23.91,27,126.1,4.67,"No",2006,11,"37F41628-3D96-4CC3-92C6-8A3EA8FE23EB","TH-PUTR0252",0.000886666666666667,5.69333333333333,0.647,17.03,0.0573333333333333,7.72,3.98,58.6333333333333,0.0662666666666667,3.91333333333333,1,NA,NA,NA,"37F41628-3D96-4CC3-92C6-8A3EA8FE23EB",71,114,0,44,56,4,142,0,209,270,44,911,5,198
"46",713,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","COLLINS BROOK",35407,1,"TQ",7278,36114,"TQ0727836114","GB106039017810",55,2.9,1.65,1,1.6,22,0,1,2,97,NA,NA,NA,NA,"2016-11-23","1990-05-09","2021-03-30",93,FALSE,2,7599,"COLLINS BROOK","TQ0727836114",544338,1,"",2006-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",539336,"2006-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",7,29,4.14,8,39.2,4.9,NA,NA,NA,NA,NA,NA,NA,6,15,2.5,0.63,0.63,100,0.5,1.99,25.13,7,41,5.86,NA,NA,NA,NA,2,0,1,14,7.14,8,37.5,4.69,"No",2006,10,"2D620C4C-0986-4306-8DF7-345E84AACDEE","TH-PWER0002",NA,NA,NA,NA,1.36,7.19,NA,NA,NA,NA,NA,NA,NA,NA,"2D620C4C-0986-4306-8DF7-345E84AACDEE",1,1,20,13,0,0,0,0,4,0,8,40,0,0
"47",713,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","COLLINS BROOK",35407,1,"TQ",7278,36114,"TQ0727836114","GB106039017810",55,2.9,1.65,1,1.6,22,0,1,2,97,NA,NA,NA,NA,"2016-11-23","1990-05-09","2021-03-30",93,FALSE,2,7600,"COLLINS BROOK","TQ0727836114",545925,1,"",2006-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",540912,"2006-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",6,27,4.5,6,27.6,4.6,NA,NA,NA,NA,NA,NA,NA,4,11,2.75,0.63,0.63,100,0.5,1.5,33.33,5,30,6,NA,NA,NA,NA,NA,NA,1,9,11.11,6,28.6,4.77,"No",2006,11,"2D620C4C-0986-4306-8DF7-345E84AACDEE","TH-PWER0002",NA,NA,NA,NA,1.36,7.19,NA,NA,NA,NA,NA,NA,NA,NA,"2D620C4C-0986-4306-8DF7-345E84AACDEE",0,0,2,11,0,0,0,0,3,0,6,16,0,0
"48",729,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","COVE BROOK",35465,1,"SU",86203,58108,"SU8620358108","GB106039017130",61,1.5,5.462,1,5.3,37.67,5,8,8,78,79.3,NA,NA,NA,"1995-01-01","1990-03-08","2018-09-25",27,FALSE,1,7784,"COVE BROOK","SU8620358108",545390,1,"",2006-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540355,"2006-10-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,107,4.86,25,110.9,4.44,NA,NA,NA,NA,NA,NA,NA,17,75,4.41,1.13,1.13,100,4.28,8.41,50.89,21,136,6.48,1,8,8,2,6,33.33,16,42,38.1,25,115.3,4.61,"No",2006,10,"0AE6D5CE-D174-4634-BDBD-441510E65105","TH-PLDR0013",0.00159,8.245,0.034,19.975,0.1045,7.56,1.67,91.05,0.0568,1.61,1,NA,NA,NA,"0AE6D5CE-D174-4634-BDBD-441510E65105",604,970,0,94,90,8,2,0,99,923,27,2792,5,92
"49",739,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35484,1,"SP",39756,5393,"SP3975605393","GB106039030440",70,0.6,67.52,5,7.7,47,2,52,37,9,187,NA,NA,NA,"1995-01-01","1995-03-29","2006-10-26",19,FALSE,1,7905,"WINDRUSH","SP3975605393",552500,1,"",2006-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",548265,"2006-12-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,121,6.05,22,132.9,6.04,14,23,1.64,5,5,5,8.21,18,97,5.39,9.5,15.14,62.75,7.25,12.33,58.8,18,139,7.72,20,156,7.8,20,40,50,21,39,53.85,22,127.5,5.8,"No",2006,10,"EA980097-4419-4476-B64A-E1DC4D4D4FF7","TH-PWRR0019",0.00107,9.805,0.0425,19.24,0.03,8.255,6.35,106.5,0.0118,6.34,1,7,0.05275,NA,"EA980097-4419-4476-B64A-E1DC4D4D4FF7",6,130,0,63,21,0,20,0,10,352,27,633,8,41
"50",740,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35489,1,"SU",61842,68631,"SU6184268631","GB106039023140",51,2.1,82.82,6,9,120,1,12,30,57,233,NA,NA,NA,"1995-01-01","1990-07-03","2015-03-11",25,FALSE,1,7915,"KENNET","SU6184268631",549926,1,"",2006-11-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",545739,"2007-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,103,5.72,19,93.5,4.92,17,35,2.06,10,5,10,20.59,14,79,5.64,6.88,9.7,70.93,3.5,6.44,54.35,17,119,7,21,150,7.14,14,37,37.84,13,30,43.33,19,101.9,5.36,"No",2006,11,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3","TH-PKER0137",0.00163,9,0.0495,19.2,0.0455,8.2,3.995,97.7,0.01865,3.975,1.3,10.1,NA,12,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3",117,156,0,1,12,8,10,0,200,7,25,511,11,22
