"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","BOD : 5 Day ATU_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"31",722,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","GLYME",35455,1,"SP",43930,19580,"SP4393019580","GB106039030010",84,2,11.47,1,6.3,38.33,20,28,22,30,230,NA,NA,NA,"1995-01-01","1989-10-12","2015-09-22",28,FALSE,1,7711,"GLYME","SP4393019580",510262,1,"",2005-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506171,"2005-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,82,5.86,17,103.7,6.1,NA,NA,NA,NA,NA,NA,NA,11,58,5.27,2.5,2.5,100,5.01,5.98,83.78,12,98,8.17,NA,NA,NA,NA,4,0,21,28,75,17,101.6,5.98,"No",2005,10,"3BFF705A-EC9C-4A4D-A299-6DC4926BF917","TH-PEVR0019",7.795,5e-04,0.0166,9.95,6.59,15.15,0.03,6.605,0.02,1.02,99,12.25,0.026,NA,"3BFF705A-EC9C-4A4D-A299-6DC4926BF917",200,400,0,100,38,0,80,0,81,6,18,906,7,118
"32",737,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SWERE",35481,1,"SP",46117,33234,"SP4611733234","GB106039037220",88,2,20.24,2,5.1,23.33,37,40,8,15,189,NA,NA,NA,"1995-01-01","1989-10-25","2019-10-10",31,FALSE,1,7872,"SWERE","SP4611733234",511327,1,"",2005-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",508006,"2005-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,132,6.6,21,142.7,6.8,11,14,1.27,1,5,5,6.36,17,91,5.35,14.13,16.71,84.56,11.78,14.67,80.3,19,148,7.79,16,133,8.31,26,33,78.79,29,36,80.56,21,137.3,6.54,"No",2005,9,"EB89A1A5-8A7E-4B32-9780-DE00D1189391","TH-PCHR0048",8.066,0.00089,0.0167,9.296,4.814,16.152,0.0318,4.828,0.2182,1.174,94.34,11.12,NA,NA,"EB89A1A5-8A7E-4B32-9780-DE00D1189391",0,58,0,126,164,0,150,0,58,238,23,797,13,314
"33",739,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35484,1,"SP",39756,5393,"SP3975605393","GB106039030440",70,0.6,67.52,5,7.7,47,2,52,37,9,187,NA,NA,NA,"1995-01-01","1995-03-29","2006-10-26",19,FALSE,1,7904,"WINDRUSH","SP3975605393",544113,1,"",2005-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",539449,"2006-09-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,152,5.63,30,166.6,5.55,36,70,1.94,5,7,7,13.61,22,109,4.95,16.37,24.2,67.64,10.48,18.23,57.49,26,188,7.23,40,298,7.45,42,84,50,24,55,43.64,30,164,5.47,"No",2005,10,"EA980097-4419-4476-B64A-E1DC4D4D4FF7","TH-PWRR0019",7.98,0.00067,0.01935,10.06,6.375,15.505,0.03,6.39,0.0395,1.46,100.95,3,NA,NA,"EA980097-4419-4476-B64A-E1DC4D4D4FF7",149,464,1,278,59,13,67,0,107,2627,51,3813,14,126
"34",742,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2021-09-24",61,FALSE,1,7946,"KENNET","SU2273169574",509537,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505051,"2005-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,115,5.48,24,125.3,5.22,23,37,1.61,5,5,5,8.04,16,85,5.31,10.88,15.79,68.9,7.56,11.67,64.78,21,153,7.29,28,205,7.32,27,65,41.54,25,47,53.19,24,127.4,5.31,"No",2005,10,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",7.94666666666667,0.00103666666666667,0.0534,11.0333333333333,7.24666666666667,13.72,0.0513333333333333,7.3,0.074,1.65,106.6,4.9,NA,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",118,2062,12,56,34,0,49,0,160,316,36,2808,11,83
"35",744,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35507,1,"SP",17863,17640,"SP1786317640","GB106039030440",120,1.7,20.58,4,7,38.33,5,67,23,5,178,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",40,FALSE,1,8000,"WINDRUSH","SP1786317640",508845,1,"",2005-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506230,"2005-12-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",40,242,6.05,44,270.1,6.14,39,68,1.74,5,10,10,17.44,36,195,5.42,25.16,32.37,77.73,15.03,21.41,70.2,41,297,7.24,48,362,7.54,53,97,54.64,45,79,56.96,44,265.1,6.03,"No",2005,10,"06E1CD36-3E04-41C9-AA40-8751C2CDC930","TH-PWRR0023",8.3375,8e-04,0.016275,11.25,7.89,15.045,0.03,7.9075,0.08925,1.255,111.775,9.675,NA,NA,"06E1CD36-3E04-41C9-AA40-8751C2CDC930",65,379,9,261,122,13,345,0,90,83,61,1381,25,467
"36",790,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","WINTERBOURNE",35779,1,"SU",45255,69534,"SU4525569534","GB106039023210",78,2,7.62,1,4.6,28,7,28,52,13,241,NA,NA,NA,"1995-01-01","1990-03-06","2021-05-10",35,FALSE,1,8467,"WINTERBOURNE","SU4525569534",510441,1,"",2005-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506445,"2005-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,169,5.45,37,200.6,5.42,30,48,1.6,5,7,7,11.2,28,147,5.25,13.01,20.36,63.9,8.56,14.69,58.27,33,238,7.21,35,258,7.37,26,64,40.63,31,66,46.97,37,200.9,5.43,"No",2005,10,"4049ABBA-CAB4-404F-8476-BEEFD4B673B3","TH-PKER0089",7.9125,0.00062,0.016825,9.865,6.8725,13.285,0.03225,6.89,0.02375,1.4925,94.5,NA,NA,NA,"4049ABBA-CAB4-404F-8476-BEEFD4B673B3",96,1302,438,25,364,0,40,1,178,179,53,2688,13,405
"37",800,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030333",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2017-09-22",41,FALSE,1,8696,"WINDRUSH","SP4019601720",510770,1,"",2005-10-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",507033,"2006-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,148,6.17,26,161.5,6.21,20,36,1.8,5,5,5,9,18,102,5.67,14.26,18.06,78.96,8.52,11.68,72.95,23,174,7.57,26,200,7.69,27,46,58.7,30,44,68.18,26,157.8,6.07,"No",2005,10,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",8.06,0.00073,0.0170666666666667,9.50666666666667,6.47,15.8666666666667,0.03,6.48666666666667,0.253333333333333,1.56,96.2333333333333,10.2,NA,NA,"247961AD-5079-468A-AA05-C27851449E22",73,171,0,35,60,28,54,0,80,29,33,533,13,114
"38",837,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601","GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,NA,NA,NA,"2012-10-04","1994-06-02","2014-09-19",23,FALSE,1,9202,"THAMES (SE AREA)","SU8976085601",542078,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",537354,"2005-11-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,164,5.13,35,162.8,4.65,41,66,1.61,5,7,7,11.27,23,98,4.26,6.5,23.37,27.81,3.49,13.75,25.38,32,201,6.28,50,316,6.32,12,100,12,14,70,20,35,165,4.71,"No",2005,11,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",8.2,0.00138,0.03505,9.075,5.975,20.2,0.0365,6.01,0.3035,1.045,100.35,3.65,NA,5.83,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",285,470,5,17,29,3,255,0,71,279,59,1429,15,284
"39",838,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35890,1,"SU",10402,93811,"SU1040293811","GB106039022990",78,0.5,36.1,5,7.2,46.33,6,46,23,25,200,NA,NA,NA,"1995-01-01","1994-06-02","2009-05-22",19,FALSE,1,9221,"THAMES (W AREA)","SU1040293811",507097,1,"",2005-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506537,"2005-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,115,5.48,22,115.2,5.24,12,22,1.83,5,5,5,9.17,16,78,4.88,4.13,7.41,55.74,3.25,6.66,48.8,20,138,6.9,20,144,7.2,11,31,35.48,13,30,43.33,22,117.8,5.35,"No",2005,10,"AD28EC71-9919-4374-8D94-0DCEF5DCE8B7","TH-PUTR0091",7.78,0.00063,0.0244,6.61,1.91,16.51,0.035,1.93,0.535,1.68,67.9,6.7,NA,NA,"AD28EC71-9919-4374-8D94-0DCEF5DCE8B7",8,17,0,11,10,6,14,0,24,29,26,119,8,24
"40",844,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35901,1,"SU",50531,97181,"SU5053197181","GB106039030334",50,0.5,100.09,8,40,300,1,79,15,5,236.2,NA,NA,NA,"1995-01-01","1992-11-23","2013-09-03",18,FALSE,1,9278,"THAMES (W AREA)","SU5053197181",508499,1,"",2005-11-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507956,"2005-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,88,4.63,21,90.8,4.32,18,29,1.61,5,3,5,8.06,13,62,4.77,1,7.98,12.53,1.25,6.1,20.49,19,117,6.16,23,147,6.39,3,46,6.52,7,35,20,21,92.9,4.42,"No",2005,11,"52AAA208-2870-4E8A-8DE4-871D9451E4FD","TH-PTHR0077",8.265,0.001665,0.02295,9.365,6.665,18.885,0.051,6.685,0.183,1.755,101.45,NA,NA,16.25,"52AAA208-2870-4E8A-8DE4-871D9451E4FD",14,89,0,5,16,0,6,0,27,206,29,363,5,22
"41",851,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SWILL BROOK",35923,1,"ST",99701,92718,"ST9970192718","GB106039023700",85,2,10,2,2.6,21,1,24,25,50,221,NA,NA,NA,"1995-01-01","1990-06-13","2013-10-08",14,FALSE,1,9381,"SWILL BROOK","ST9970192718",507095,1,"",2005-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506536,"2005-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,83,4.15,24,98.9,4.12,15,21,1.4,3,3,3,4.2,17,72,4.24,0.63,9.31,6.77,1.75,8.81,19.86,19,108,5.68,18,103,5.72,NA,42,0,4,42,9.52,24,102.2,4.26,"No",2005,10,"9F20D7CF-B78F-4210-917D-38CDE2D5E590","TH-PUTR0196",7.71,0.001645,0.06275,8.21,2.645,17.24,0.0995,2.705,0.0525,1.4,85.8,NA,NA,NA,"9F20D7CF-B78F-4210-917D-38CDE2D5E590",81,43,24,127,5,0,0,0,67,58,30,425,2,5
"42",856,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35933,1,"SP",28643,4076,"SP2864304076","GB106039030280",79,1.1,13.75,1,3.4,15.33,5,33,13,48,245,NA,NA,NA,"1995-01-01","1989-10-10","2013-10-11",24,FALSE,1,9419,"SHILL BROOK","SP2864304076",509712,1,"",2005-11-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505303,"2005-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,84,4.2,21,83.3,3.97,NA,NA,NA,NA,NA,NA,NA,13,57,4.38,0.5,0.99,50.51,3.25,7.19,45.2,18,117,6.5,NA,NA,NA,NA,4,0,11,36,30.56,21,87.4,4.16,"No",2005,11,"7D2FAFE3-F52A-4AF1-9117-553299686B4C","TH-PUTR0080",7.73,0.00619333333333333,0.132133333333333,8.39666666666667,11.61,14.9733333333333,0.548,11.74,0.228,2.30666666666667,83.5,NA,NA,NA,"7D2FAFE3-F52A-4AF1-9117-553299686B4C",246,600,13,5,0,1,10,0,93,139,23,1111,1,10
"43",867,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SHALBOURNE STREAM",35951,1,"SU",33015,68147,"SU3301568147","GB106039017370",100,5,7.4,1,3,17.67,15,40,17,28,239,NA,NA,NA,"1995-01-01","1990-08-14","2013-09-30",20,FALSE,1,9557,"SHALBOURNE STREAM","SU3301568147",510428,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506419,"2006-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,70,4.12,23,100.4,4.37,12,15,1.25,1,3,3,3.75,16,68,4.25,3.63,8.53,42.56,1.76,6.35,27.72,17,111,6.53,15,98,6.53,7,29,24.14,9,35,25.71,23,105,4.57,"No",2005,10,"7EFB023C-48CC-4B13-82CB-11DD51250987","TH-PKER0079",8.185,0.000745,0.0203,10.1,3.665,14.965,0.03,3.685,0.1315,1.16,100.4,NA,NA,NA,"7EFB023C-48CC-4B13-82CB-11DD51250987",128,49,0,10,2,0,8,0,101,57,27,363,3,10
"44",871,"THAMES - WEST","RAY (WILTS)","RIVER: Natural/semi-natural flowing fresh watercourse","RAY (WILTS)",35958,1,"SU",11910,92619,"SU1191092619","GB106039023330",77,0.5,19.36,3,7.8,120,0,2,3,95,224,NA,NA,NA,"1995-01-01","1990-03-19","2013-04-30",22,FALSE,1,9600,"RAY (WILTS)","SU1191092619",507098,1,"",2005-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507944,"2006-01-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,62,4.43,14,57.7,4.12,9,18,2,3,3,3,6,9,39,4.33,2,6.13,32.63,1.5,6.11,24.55,12,77,6.42,12,82,6.83,5,24,20.83,4,24,16.67,14,57.8,4.13,"No",2005,10,"863F868C-8C15-4E6F-AE2F-52C0F6B16E50","TH-PUTR0071",7.85,0.00245,0.0505666666666667,7.76666666666667,11.11,18.56,0.0773333333333333,11.1366666666667,0.228333333333333,2.25333333333333,83.4333333333333,5.56666666666667,NA,3.70333333333333,"863F868C-8C15-4E6F-AE2F-52C0F6B16E50",6,9,0,1,7,6,13,0,5,93,16,140,4,20
"45",881,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","NORTHFIELD BROOK",35976,1,"SP",53388,1886,"SP5338801886","GB106039030180",57,1,6.72,1,5.3,53.33,0,36,40,23,246,NA,NA,NA,"1995-01-01","1990-04-19","2018-11-14",30,FALSE,1,9709,"NORTHFIELD BROOK","SP5338801886",508237,1,"",2005-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506538,"2005-11-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,36,3.27,13,53,4.08,5,5,1,1,1,1,1,9,39,4.33,1.5,3.34,44.91,1.5,3.2,46.88,9,60,6.67,9,62,6.89,5,16,31.25,5,16,31.25,13,52.5,4.04,"No",2005,11,"01F9D74B-8996-41A9-BD43-2163E246494F","TH-PTHR0048",7.56666666666667,0.00113666666666667,0.0852666666666667,8.80666666666667,16.5933333333333,20.0033333333333,0.0786666666666667,16.66,0.240333333333333,2.69666666666667,97.1,NA,NA,NA,"01F9D74B-8996-41A9-BD43-2163E246494F",6,9,0,0,5,0,2,0,8,11,13,41,2,7
"46",891,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35992,1,"TQ",17950,50230,"TQ1795050230","GB106039017621",39,1,36.445,4,14.5,63.33,9,32,37,23,118,NA,NA,NA,"1995-01-01","1990-03-29","2016-10-06",38,FALSE,1,9820,"MOLE (THAMES)","TQ1795050230",509574,1,"",2005-11-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505105,"2005-12-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,111,5.29,22,112.2,5.1,NA,NA,NA,NA,NA,NA,NA,15,77,5.13,2.26,2.26,100,5.52,11.09,49.77,20,132,6.6,NA,NA,NA,NA,4,0,18,42,42.86,22,111.3,5.06,"No",2005,11,"E0870049-0B20-4794-A381-D5FD03EE8A77","TH-PMLR0038",7.92,0.00095,0.038,7.3,16.8,20,0.03,16.8,0.657,1.25,80.5,NA,NA,NA,"E0870049-0B20-4794-A381-D5FD03EE8A77",231,125,0,22,62,10,84,0,81,2919,22,3534,7,146
"47",919,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LANGFORD BROOK",36063,1,"SP",58784,21534,"SP5878421534","GB106039030160",66,0.8,7.73,1,2.4,31.67,0,2,2,97,207,NA,NA,NA,"1995-01-01","1990-05-02","2015-11-03",29,FALSE,1,10282,"LANGFORD BROOK","SP5878421534",510259,1,"",2005-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506168,"2005-12-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,78,4.59,17,62.5,3.68,1,1,1,1,3,3,3,11,44,4,1,1,100,1.01,7.54,13.4,15,86,5.73,2,14,7,2,6,33.33,5,35,14.29,17,69.3,4.08,"No",2005,9,"893A91E8-36DD-4B39-A95A-FE85862FC983","TH-PCHR0031",7.8625,0.00124,0.07995,7.265,2.095,16.565,0.05675,2.175,0.16825,14.7875,74.825,10.975,NA,7.25,"893A91E8-36DD-4B39-A95A-FE85862FC983",701,18,0,6,21,24,0,0,301,1552,20,2631,2,21
"48",921,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36065,1,"SU",73055,73833,"SU7305573833","GB106039023140",38,0.2,98.72,7,18,150,2,4,51,42,212,NA,NA,NA,"1995-01-01","1990-05-16","2013-05-28",24,FALSE,1,10299,"KENNET","SU7305573833",511264,1,"",2005-11-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507886,"2005-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,108,4.91,24,110.8,4.62,26,44,1.69,3,5,5,8.46,12,53,4.42,5,12.95,38.61,1.01,5.65,17.88,22,138,6.27,30,197,6.57,8,53,15.09,7,38,18.42,24,109.7,4.57,"No",2005,11,"9F7289B7-EADB-45F0-BA2D-0BCB74D2313B","TH-PKER0025",7.95666666666667,0.00320333333333333,0.0326333333333333,7.97,4.9,19.06,0.0956666666666667,4.93333333333333,0.218,1.84333333333333,86.1333333333333,12.6333333333333,0.288333333333333,11.1333333333333,"9F7289B7-EADB-45F0-BA2D-0BCB74D2313B",4,14,0,0,24,1,22,0,13,70,37,150,9,46
"49",948,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","GAINSBRIDGE BROOK",36111,1,"SP",61533,409,"SP6153300409","GB106039030240",54,1.9,3.54,1,1.3,9,0,5,47,48,247,NA,NA,NA,"1995-01-01","1990-05-03","2005-11-15",16,FALSE,1,10671,"GAINSBRIDGE BROOK","SP6153300409",511301,1,"",2005-11-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507941,"2005-12-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,70,5,18,86.9,4.83,5,5,1,1,3,3,3,13,64,4.92,3.88,6.95,55.83,2.01,5.42,37.08,13,94,7.23,9,69,7.67,6,20,30,11,28,39.29,18,89.4,4.97,"No",2005,11,"A3B60167-D600-4F8C-B7F3-24ADE33203D5","TH-PTAR0051",8.13333333333333,0.000806666666666667,0.043,9.44666666666667,13.8333333333333,15.1766666666667,0.031,13.8333333333333,1.53666666666667,1.14,94.2333333333333,NA,NA,NA,"A3B60167-D600-4F8C-B7F3-24ADE33203D5",10,113,0,2,9,0,5,0,61,74,18,274,4,14
"50",982,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36178,1,"TQ",6951,36595,"TQ0695136595","GB106039017810",55,2.9,8.096,1,2.2,38.33,7,15,8,70,74.6,NA,NA,NA,"1995-01-01","1990-05-09","2021-03-30",130,FALSE,2,11215,"CRANLEIGH WATERS","TQ0695136595",538646,1,"",2005-10-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",533982,"2006-05-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,59,4.54,13,52.7,4.05,NA,NA,NA,NA,NA,NA,NA,9,27,3,NA,NA,NA,0.75,3.68,20.38,11,69,6.27,NA,NA,NA,NA,3,0,5,24,20.83,13,56.5,4.35,"No",2005,10,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F","TH-PWER0044",7.3,0.00036,NA,3.58,NA,16.65,0.059,0.25,0.1,1,36.9,5.2,NA,NA,"6D5B3E40-4314-43DC-9C2A-3FCD0598F62F",50,1,0,3,4,1,1,0,200,25,13,293,3,5
