"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","BOD : 5 Day ATU_mg/l","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Temperature of Water_cel","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"31",477,"THAMES - SOUTH EAST","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE",34277,1,"TQ",27885,66886,"TQ2788566886","GB106039023460",24,3,16.5,3,12.2,19.33,8,45,33,13,240,NA,NA,NA,"1995-01-01","1985-02-26","2020-10-06",53,FALSE,1,5058,"WANDLE","TQ2788566886",563574,1,"",2007-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557407,"2008-01-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,101,4.59,26,112.5,4.33,NA,NA,NA,NA,NA,NA,NA,15,65,4.33,1,1,100,6.3,10.23,61.58,23,152,6.61,1,8,8,2,5,40,23,53,43.4,26,115.3,4.43,"No",2007,11,"78A44CB7-DF2D-492F-B06B-C703437C0EBD","TH-PWAR0053",0.052,3.3,NA,5.98,94.5,6.01,0.069,NA,0.0316,9.77,13.73,3,NA,2.3,"78A44CB7-DF2D-492F-B06B-C703437C0EBD",131,920,85,0,869,0,46,0,61,88,27,2210,6,915
"32",483,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",34294,1,"TQ",1300,88350,"TQ0130088350","GB106039029830",49,4.5,21.63,2,3.9,20.67,5,76,10,9,275,NA,NA,NA,"1995-01-01","1982-10-27","2020-10-13",83,FALSE,1,5180,"MISBOURNE","TQ0130088350",560822,1,"",2007-11-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557865,"2008-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,101,5.32,22,112.2,5.1,17,21,1.24,3,5,5,6.18,17,74,4.35,6.38,9.31,68.53,3.75,5.49,68.31,17,118,6.94,17,122,7.18,15,38,39.47,14,36,38.89,22,114,5.18,"No",2007,11,"F471B1BA-3764-4ECD-81C9-D292599F8CF3","TH-PCNR0070",0.0415,1.1,7.56,4.895,93.2,4.925,0.025,0.00042,0.03105,9.435,14.675,NA,NA,NA,"F471B1BA-3764-4ECD-81C9-D292599F8CF3",49,1012,0,13,19,0,101,0,36,15,30,1247,8,120
"33",488,"THAMES - SOUTH EAST","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE (BEDDINGTON ARM)",34302,1,"TQ",29500,65450,"TQ2950065450","GB106039023460",30,3,13.16,1,6.3,18,4,48,33,15,208,NA,NA,NA,"1995-01-01","1985-02-26","2018-10-11",32,FALSE,1,5334,"WANDLE (BEDDINGTON ARM)","TQ2950065450",567979,1,"",2007-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",562718,"2008-02-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,70,4.38,18,70.6,3.92,NA,NA,NA,NA,NA,NA,NA,11,49,4.45,NA,0.37,0,0.51,4.9,10.41,15,92,6.13,NA,NA,NA,NA,4,0,7,36,19.44,18,72.6,4.03,"No",2007,11,"2AF9F410-BF31-4AF9-A7CF-0587980B1D14","TH-PWAR0035",0.072,1,NA,5.11,96.5,5.15,0.103,NA,0.038,9.94,13.88,4.3,NA,3.8,"2AF9F410-BF31-4AF9-A7CF-0587980B1D14",328,640,17,0,13,2,0,0,81,120,19,1231,3,13
"34",489,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","BULBOURNE",34305,1,"TL",2654,6341,"TL0265406341","GB106039029890",87,3.5,8.34,1,4.2,25,14,63,14,8,250,NA,NA,NA,"1995-01-01","1982-09-28","2021-03-12",50,FALSE,1,5361,"BULBOURNE","TL0265406341",557376,1,"",2007-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",552494,"2007-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,50,4.17,15,67.6,4.51,6,6,1,1,1,1,1,9,44,4.89,3,4.83,62.11,2.25,5.15,43.69,11,73,6.64,8,52,6.5,3,16,18.75,9,25,36,15,70,4.67,"No",2007,9,"D663FC0F-45DD-4985-9A6B-41B54349080A","TH-PCNR0047",0.947,5.85,7.895,5.865,77.55,6.205,1.22,0.0246,0.3425,7.33,18,NA,NA,45.5,"D663FC0F-45DD-4985-9A6B-41B54349080A",52,134,0,1,4,0,0,0,141,130,17,465,2,4
"35",496,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","GADE",34312,1,"TL",4128,10065,"TL0412810065","GB106039029900",97,6,5.51,1,4,23.33,8,54,20,18,257,NA,NA,NA,"1995-01-01","1983-01-06","2020-10-06",75,FALSE,1,5525,"GADE","TL0412810065",557332,1,"",2007-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",552443,"2007-09-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,122,5.08,26,129.1,4.97,32,49,1.53,5,5,5,7.66,18,90,5,10.76,18.22,59.06,6.55,9.03,72.54,24,162,6.75,36,247,6.86,28,67,41.79,22,49,44.9,26,130.7,5.03,"No",2007,9,"9E7A03F5-BC32-4D35-A173-C7AC05E6A275","TH-PCNR0059",0.0573333333333333,1.33333333333333,7.76666666666667,5.56,108.033333333333,5.61666666666667,0.0326666666666667,0.000906666666666667,0.0558333333333333,10.8866666666667,14.74,3.7,NA,NA,"9E7A03F5-BC32-4D35-A173-C7AC05E6A275",47,99,1,30,205,1,22,0,47,108,41,561,12,227
"36",513,"THAMES - NORTH EAST","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",34343,1,"TL",27886,13403,"TL2788613403","GB106038033270",49,3,18.19,2,9,26.33,2,77,11,10,260,NA,NA,NA,"1995-01-01","1980-01-07","2020-10-07",87,FALSE,1,5787,"MIMRAM","TL2788613403",559316,1,"",2007-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",556563,"2007-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,161,5.19,34,169.5,4.99,34,48,1.41,5,7,7,9.88,27,133,4.93,16.27,23,70.74,8.04,12.43,64.68,33,231,7,38,274,7.21,34,73,46.58,31,63,49.21,34,172.8,5.08,"No",2007,10,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A","TH-PLER0091",0.03,1,7.70666666666667,4.77,107.5,4.79,0.046,0.000376666666666667,0.0209333333333333,11.0333333333333,13.97,4.06666666666667,NA,NA,"C54C17CC-F201-41DD-AEB7-F2ACBC9B303A",83,1108,7,31,94,1,52,0,44,58,47,1484,15,146
"37",518,"THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","QUIN",34348,1,"TL",39165,24801,"TL3916524801","GB106038040120",68,2.2,13.9,1,3.8,11,15,75,8,2,268,NA,NA,NA,"1995-01-01","1983-08-09","2020-10-27",39,FALSE,1,5928,"QUIN","TL3916524801",558973,1,"",2007-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",553642,"2007-10-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,122,5.3,26,141.2,5.43,1,1,1,1,5,5,5,19,87,4.58,4.76,5.13,92.79,6.51,10.64,61.18,22,155,7.05,1,10,10,3,6,50,25,48,52.08,26,141.6,5.45,"No",2007,10,"A0CFA4B5-08E1-4829-A318-29513651F8CE","TH-PLER0118",0.034,1.15,7.815,9.81,101.5,9.83,0.02,0.00052,0.03435,10.605,13.27,3,NA,NA,"A0CFA4B5-08E1-4829-A318-29513651F8CE",19,415,0,17,43,0,38,1,128,216,30,880,9,82
"38",525,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34359,1,"TL",42420,16910,"TL4242016910","GB106038033290",48,2.1,18.73,1,5,12.33,12,73,8,6,274,NA,NA,NA,"1995-01-01","1979-09-10","2020-11-18",78,FALSE,1,6041,"ASH (LEE)","TL4242016910",560550,1,"",2007-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557946,"2008-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,127,5.29,27,151.1,5.6,22,35,1.59,5,5,5,7.95,22,109,4.95,14.14,18.06,78.29,8.56,11,77.82,23,171,7.43,24,185,7.71,30,51,58.82,27,44,61.36,27,147.5,5.46,"No",2007,11,"28D8226A-41AF-4878-8775-63B0DB8BBD87","TH-PLER0004",0.037,1,7.695,6.165,90.5,6.19,0.022,0.000445,0.02505,9.305,13.95,3.8,NA,NA,"28D8226A-41AF-4878-8775-63B0DB8BBD87",51,185,1,75,79,0,75,0,45,35,33,554,10,154
"39",526,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34360,1,"TL",37700,13300,"TL3770013300","GB106038033290",33,1.7,27.39,1,5,26,7,76,11,5,273,NA,NA,NA,"1995-01-01","1979-09-10","2021-04-27",75,FALSE,1,6095,"ASH (LEE)","TL3770013300",560548,1,"",2007-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",557047,"2007-12-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,171,5.7,33,183.9,5.57,29,47,1.62,5,7,7,11.34,26,122,4.69,16.01,23.22,68.95,6.05,11.63,52.02,28,195,6.96,35,259,7.4,31,63,49.21,24,53,45.28,33,187,5.67,"No",2007,11,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0005",0.042,1,7.74,5.87,82,5.9,0.286,0.00059,0.0317,8.34,14.48,4.1,NA,NA,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",40,14,0,56,82,0,680,0,106,46,42,1033,17,762
"40",528,"THAMES - NORTH EAST","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","STEVENAGE BROOK",34362,1,"TL",28700,20400,"TL2870020400","GB106038033410",60,2.9,7.17,1,2.5,9.33,6,77,11,6,204,NA,NA,NA,"1995-01-01","1979-08-29","2020-10-06",75,FALSE,1,6148,"STEVENAGE BROOK","TL2870020400",560825,1,"",2007-11-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",555613,"2007-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,54,3.86,17,75.3,4.43,11,12,1.09,1,3,3,3.27,12,52,4.33,7,8.83,79.28,5.52,7.47,73.9,13,95,7.31,12,87,7.25,12,27,44.44,16,31,51.61,17,72.8,4.28,"No",2007,11,"4DA12656-6887-4BB2-8F0A-7494569065C9","TH-PLER0140",0.0346666666666667,1.36666666666667,7.82,4.78,93.4,4.81333333333333,0.0723333333333333,0.000586666666666667,0.0336,9.55,14.2066666666667,112,NA,NA,"4DA12656-6887-4BB2-8F0A-7494569065C9",43,325,13,1,30,0,50,0,32,42,19,539,2,80
"41",561,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",34649,1,"SU",48847,67344,"SU4884767344","GB106039023220",74,1.3,25.3,5,7,47,2,68,18,12,237,NA,NA,NA,"1995-01-01","1995-04-04","2017-10-04",20,FALSE,1,6330,"LAMBOURN","SU4884767344",560906,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554613,"2007-11-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,87,5.44,20,124,6.2,14,26,1.86,3,3,3,5.57,15,86,5.73,17.14,18.12,94.59,7.54,8.76,86.07,17,137,8.06,20,167,8.35,31,39,79.49,29,37,78.38,20,120.4,6.02,"No",2007,10,"C4DB7529-F37F-4BFC-856A-09022C0D2A36","TH-PKER0058",0.03,1.23333333333333,7.93333333333333,6.87666666666667,98.0333333333333,6.89666666666667,0.0356666666666667,0.000626666666666667,0.0191333333333333,10.1666666666667,13.6333333333333,4.36666666666667,NA,NA,"C4DB7529-F37F-4BFC-856A-09022C0D2A36",6,1374,2,49,57,0,87,0,44,10,26,1629,11,144
"42",581,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","PIPP BROOK",34758,1,"TQ",17290,50550,"TQ1729050550","GB106039017580",41,6.3,10.071,1,2.2,28.33,5,26,42,27,70.3,NA,NA,NA,"1995-01-01","1993-11-03","2015-05-12",18,FALSE,1,6455,"PIPP BROOK","TQ1729050550",559788,1,"",2007-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554052,"2007-11-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,83,4.61,20,84.8,4.24,NA,NA,NA,NA,NA,NA,NA,14,58,4.14,NA,0.37,0,3.25,7.38,44.04,16,105,6.56,NA,NA,NA,NA,4,0,10,37,27.03,20,91,4.55,"No",2007,10,"55A7395B-E12C-45AB-A21E-F2A37331F416","TH-PMLR0232",0.0635,1.85,7.96,2.4,95.4,2.44,0.142,0.001655,0.0377,9.385,16.09,NA,NA,NA,"55A7395B-E12C-45AB-A21E-F2A37331F416",212,95,4,42,23,0,30,0,202,109,21,722,6,53
"43",675,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SUL",35261,1,"SU",64233,74102,"SU6423374102","GB106039023280",43,1.2,2.3,1,12.2,19,0,3,3,93,242,NA,NA,NA,"1995-01-01","1990-04-25","2019-11-05",39,FALSE,1,7174,"SUL","SU6423374102",558357,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",563158,"2008-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,110,4.23,29,117.5,4.05,25,37,1.48,3,5,5,7.4,17,76,4.47,3.5,12.43,28.16,2,8.12,24.63,25,149,5.96,27,160,5.93,5,54,9.26,12,48,25,29,124.3,4.29,"No",2007,10,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2","TH-PPSR0006",0.043,2,7.545,1.72,72.15,1.74,0.026,0.00037,0.0206,7.47,13.66,NA,NA,NA,"CB070AC1-950E-4F0B-9234-2C40B7D91DC2",61,128,1,19,16,1,1,0,414,236,46,993,3,17
"44",679,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","FLEET MARSTON BROOK",35267,1,"SP",78462,15578,"SP7846215578","GB106039030420",70,1.7,8.29,1,3,33.67,10,55,12,23,220,NA,NA,NA,"1995-01-01","1990-03-21","2019-09-19",26,FALSE,1,7223,"FLEET MARSTON BROOK","SP7846215578",558018,1,"",2007-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",552936,"2007-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,67,3.72,18,58.4,3.24,12,16,1.33,1,3,3,4,9,30,3.33,0.5,5.64,8.87,0.75,4.41,17.01,16,97,6.06,15,91,6.07,1,31,3.23,3,31,9.68,18,61.2,3.4,"No",2007,9,"A6545B1C-363F-4634-94BC-3A7AC10E3FB7","TH-PTAR0007",2.33633333333333,5.8,7.75,2.92666666666667,77.4333333333333,2.97666666666667,0.762333333333333,0.0332,0.0480666666666667,7.98,13.9366666666667,NA,NA,NA,"A6545B1C-363F-4634-94BC-3A7AC10E3FB7",193,41,5,0,0,8,1,0,10,28,21,298,1,1
"45",680,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","GLYME",35268,1,"SP",44239,17003,"SP4423917003","GB106039029940",79,2,24.22,3,5.9,60,17,40,25,18,247,NA,NA,NA,"1995-01-01","1990-04-04","2015-03-26",24,FALSE,1,7237,"GLYME","SP4423917003",565523,1,"",2007-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",559840,"2007-12-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,83,5.19,16,89.1,5.57,NA,NA,NA,NA,NA,NA,NA,11,53,4.82,2.63,2.63,100,7.52,9.92,75.81,15,111,7.4,NA,NA,NA,NA,4,0,23,33,69.7,16,90.4,5.65,"No",2007,10,"74100599-7082-4783-AD33-9505F7F2351F","TH-PEVR0018",0.0375,1.15,7.85,8.82,87.85,8.84,0.0725,0.000655,0.0181,8.98,14.25,7.85,NA,NA,"74100599-7082-4783-AD33-9505F7F2351F",400,1001,0,101,46,0,102,0,503,321,18,2474,6,148
"46",702,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","BOW BROOK",35360,1,"SU",67709,58378,"SU6770958378","GB106039017330",53,1.5,12.46,2,5.1,22.67,5,42,13,40,196,NA,NA,NA,"1995-01-01","1995-05-22","2014-09-16",20,FALSE,1,7429,"BOW BROOK","SU6770958378",566857,1,"",2007-11-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",561453,"2007-11-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,114,5.7,20,117.7,5.89,NA,NA,NA,NA,NA,NA,NA,12,69,5.75,2,2,100,7.78,11.4,68.25,18,136,7.56,NA,NA,NA,NA,3,0,25,38,65.79,20,114.7,5.74,"No",2007,11,"FDA5D022-8D18-4391-99A9-758FBE87D914","TH-PLDR0055",0.08175,1.825,7.9275,5.335,86.3,5.375,0.1845,0.00173,0.039075,8.505,16.02,12.875,NA,NA,"FDA5D022-8D18-4391-99A9-758FBE87D914",50,150,0,5,49,0,159,0,90,804,20,1307,9,208
"47",712,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","FAWLEY COURT STREAM",35405,1,"SU",76383,84617,"SU7638384617","GB106039023233",37,2.5,0.8,1,3.2,31.67,5,12,23,60,300,NA,NA,NA,"1995-01-01","1990-02-22","2007-11-16",11,FALSE,1,7548,"FAWLEY COURT STREAM","SU7638384617",565829,1,"",2007-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560268,"2008-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,96,4.36,25,95.4,3.82,3,3,1,1,3,3,3,17,68,4,1,2.34,42.74,1.5,8.32,18.03,21,125,5.95,5,29,5.8,NA,12,0,9,48,18.75,25,106.6,4.26,"No",2007,11,"9CC98D85-B1BE-40D0-8DA8-2F75ED8A9930","TH-PTHR0204",0.106,1,7.67,15.5,71.7,15.7,0.779,0.00181,0.155,6.6,19.28,NA,NA,NA,"9CC98D85-B1BE-40D0-8DA8-2F75ED8A9930",344,2143,1,7,6,3,10,0,153,3281,31,5948,3,16
"48",740,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35489,1,"SU",61842,68631,"SU6184268631","GB106039023140",51,2.1,82.82,6,9,120,1,12,30,57,233,NA,NA,NA,"1995-01-01","1990-07-03","2015-03-11",25,FALSE,1,7918,"KENNET","SU6184268631",558358,1,"",2007-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560767,"2008-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,137,6.23,23,139.1,6.05,NA,NA,NA,NA,NA,NA,NA,16,94,5.88,2,2,100,9.01,11.2,80.45,21,159,7.57,1,6,6,1,4,25,27,40,67.5,23,140.3,6.1,"No",2007,10,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3","TH-PKER0137",0.041,1.6,8.075,5.115,96.6,5.13,0.074,0.00113,0.0178,9.615,15.5,11.85,NA,6.75,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3",90,206,0,20,10,0,79,0,112,15,24,541,11,89
"49",742,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2021-09-24",61,FALSE,1,7949,"KENNET","SU2273169574",560732,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",554484,"2007-11-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,82,5.13,21,116.7,5.56,15,28,1.87,5,3,5,9.33,14,86,6.14,15.26,16.12,94.67,8.81,9.32,94.53,15,122,8.13,17,137,8.06,29,38,76.32,29,37,78.38,21,112.7,5.37,"No",2007,10,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",0.0493333333333333,1.16666666666667,7.86666666666667,6.99333333333333,105.666666666667,7.01666666666667,0.0473333333333333,0.00098,0.0267666666666667,10.8,14.1333333333333,5.9,NA,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",13,856,9,23,131,0,108,0,20,22,25,1182,7,239
"50",744,"THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35507,1,"SP",17863,17640,"SP1786317640","GB106039030440",120,1.7,20.58,4,7,38.33,5,67,23,5,178,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",40,FALSE,1,8004,"WINDRUSH","SP1786317640",566189,1,"",2007-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",560680,"2008-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,93,6.2,17,118.2,6.95,12,20,1.67,3,3,3,5,13,88,6.77,19.76,20.73,95.32,11.53,12.02,95.92,15,131,8.73,19,171,9,41,53,77.36,36,42,85.71,17,114.9,6.76,"No",2007,10,"06E1CD36-3E04-41C9-AA40-8751C2CDC930","TH-PWRR0023",0.03,1,8.23,8.27333333333333,107.866666666667,8.28333333333333,0.0346666666666667,0.000716666666666667,0.0112333333333333,11.1666666666667,13.6666666666667,8.16666666666667,NA,NA,"06E1CD36-3E04-41C9-AA40-8751C2CDC930",73,2000,1,480,152,0,371,0,147,0,24,3224,13,523
